NASA Surface meteorology and Solar Energy: Global Data
Monthly Averaged Insolation Clearness Index (0 to 1.0)

Monthly average for July 1983 - June 1993

Lat Lon Jan Feb Mar Apr May  Jun  Jul  Aug  Sep  Oct  Nov  Dec
26 81 0.62 0.62 0.65 0.66 0.65 0.55 0.39 0.43 0.50 0.62 0.65 0.62
26 82 0.62 0.63 0.65 0.66 0.65 0.55 0.39 0.44 0.50 0.62 0.66 0.63
26 83 0.62 0.63 0.65 0.66 0.64 0.54 0.39 0.44 0.49 0.61 0.66 0.63
26 84 0.62 0.63 0.65 0.66 0.62 0.53 0.40 0.44 0.48 0.60 0.66 0.62
26 85 0.62 0.63 0.65 0.64 0.60 0.51 0.40 0.44 0.47 0.59 0.65 0.62
26 86 0.62 0.63 0.63 0.62 0.56 0.48 0.38 0.42 0.45 0.58 0.65 0.63
26 87 0.63 0.62 0.61 0.59 0.53 0.45 0.37 0.41 0.43 0.56 0.64 0.63
26 88 0.62 0.61 0.60 0.57 0.50 0.43 0.36 0.40 0.41 0.55 0.63 0.62
26 89 0.61 0.60 0.58 0.55 0.47 0.41 0.35 0.39 0.40 0.53 0.63 0.62
26 90 0.60 0.58 0.57 0.53 0.44 0.39 0.35 0.38 0.38 0.52 0.62 0.61
26 91 0.59 0.57 0.55 0.50 0.43 0.38 0.35 0.38 0.38 0.51 0.62 0.61
26 92 0.59 0.55 0.53 0.48 0.42 0.38 0.35 0.38 0.38 0.50 0.61 0.61
26 93 0.58 0.54 0.51 0.45 0.41 0.38 0.35 0.38 0.38 0.49 0.61 0.61
26 94 0.58 0.53 0.50 0.44 0.40 0.36 0.33 0.37 0.37 0.48 0.60 0.60
26 95 0.58 0.53 0.50 0.44 0.40 0.35 0.30 0.36 0.37 0.47 0.59 0.59
26 96 0.57 0.51 0.49 0.43 0.40 0.34 0.29 0.35 0.36 0.46 0.59 0.58
26 97 0.54 0.48 0.45 0.43 0.38 0.34 0.30 0.34 0.35 0.43 0.57 0.55
26 98 0.50 0.45 0.41 0.42 0.35 0.35 0.32 0.34 0.35 0.40 0.56 0.52
26 99 0.48 0.43 0.40 0.43 0.35 0.36 0.34 0.34 0.35 0.38 0.54 0.49
26 100 0.47 0.43 0.42 0.47 0.36 0.37 0.35 0.35 0.35 0.37 0.53 0.48
26 101 0.46 0.43 0.44 0.51 0.38 0.38 0.37 0.36 0.35 0.36 0.51 0.46
26 102 0.41 0.40 0.41 0.49 0.36 0.37 0.38 0.37 0.34 0.33 0.47 0.42
26 103 0.34 0.34 0.37 0.45 0.33 0.36 0.39 0.38 0.34 0.30 0.41 0.37
26 104 0.27 0.28 0.32 0.41 0.31 0.34 0.39 0.38 0.34 0.28 0.36 0.33
26 105 0.24 0.25 0.29 0.38 0.29 0.33 0.40 0.39 0.34 0.28 0.35 0.31
26 106 0.22 0.22 0.26 0.35 0.27 0.33 0.40 0.39 0.35 0.28 0.34 0.29
26 107 0.20 0.19 0.23 0.33 0.25 0.32 0.41 0.40 0.37 0.28 0.34 0.28
26 108 0.20 0.18 0.22 0.32 0.25 0.32 0.42 0.40 0.37 0.29 0.36 0.29
26 109 0.20 0.18 0.20 0.31 0.24 0.33 0.43 0.40 0.38 0.31 0.38 0.30
26 110 0.21 0.17 0.19 0.30 0.24 0.33 0.45 0.41 0.39 0.32 0.39 0.31
26 111 0.21 0.18 0.19 0.30 0.24 0.35 0.47 0.41 0.38 0.33 0.40 0.32
26 112 0.22 0.18 0.19 0.30 0.24 0.36 0.49 0.42 0.38 0.34 0.41 0.33
26 113 0.23 0.18 0.19 0.30 0.25 0.36 0.50 0.43 0.38 0.35 0.42 0.34
26 114 0.24 0.19 0.19 0.30 0.25 0.36 0.50 0.43 0.39 0.36 0.43 0.36
26 115 0.25 0.20 0.19 0.30 0.26 0.36 0.50 0.44 0.40 0.37 0.44 0.38
26 116 0.26 0.21 0.20 0.31 0.26 0.36 0.50 0.43 0.39 0.37 0.44 0.38
26 117 0.27 0.21 0.20 0.32 0.26 0.35 0.50 0.43 0.39 0.37 0.44 0.38
26 118 0.28 0.22 0.21 0.33 0.26 0.35 0.50 0.43 0.38 0.36 0.44 0.38
26 119 0.29 0.24 0.24 0.33 0.30 0.38 0.54 0.47 0.42 0.39 0.43 0.38
26 120 0.30 0.26 0.26 0.34 0.34 0.42 0.57 0.53 0.45 0.41 0.42 0.39
26 121 0.31 0.27 0.29 0.35 0.38 0.45 0.60 0.57 0.49 0.44 0.42 0.40
26 122 0.31 0.28 0.30 0.36 0.40 0.47 0.61 0.58 0.50 0.45 0.42 0.39
26 123 0.31 0.29 0.31 0.36 0.41 0.48 0.61 0.58 0.52 0.47 0.42 0.39
26 124 0.32 0.30 0.32 0.37 0.43 0.49 0.61 0.58 0.54 0.49 0.42 0.40
26 125 0.34 0.32 0.34 0.39 0.44 0.50 0.62 0.58 0.55 0.50 0.43 0.41
26 126 0.35 0.34 0.36 0.40 0.46 0.50 0.62 0.58 0.56 0.52 0.44 0.42
26 127 0.37 0.36 0.38 0.42 0.47 0.51 0.62 0.58 0.57 0.52 0.45 0.43
26 128 0.39 0.38 0.40 0.43 0.48 0.51 0.63 0.57 0.59 0.53 0.45 0.44
26 129 0.41 0.40 0.43 0.45 0.49 0.52 0.63 0.57 0.60 0.53 0.46 0.45
26 130 0.43 0.42 0.45 0.46 0.50 0.53 0.63 0.57 0.61 0.54 0.47 0.46
26 131 0.45 0.44 0.47 0.47 0.51 0.54 0.63 0.57 0.62 0.54 0.47 0.47
26 132 0.46 0.45 0.49 0.48 0.52 0.54 0.63 0.57 0.63 0.55 0.48 0.47
26 133 0.47 0.46 0.51 0.49 0.53 0.55 0.63 0.58 0.63 0.55 0.48 0.48
26 134 0.48 0.47 0.52 0.50 0.54 0.55 0.63 0.58 0.63 0.56 0.49 0.49
26 135 0.49 0.48 0.53 0.51 0.54 0.56 0.63 0.58 0.63 0.56 0.50 0.50
26 136 0.50 0.49 0.54 0.52 0.55 0.56 0.64 0.58 0.63 0.56 0.51 0.50
26 137 0.51 0.50 0.55 0.52 0.55 0.57 0.64 0.58 0.63 0.57 0.51 0.50
26 138 0.51 0.51 0.56 0.53 0.55 0.58 0.64 0.58 0.64 0.58 0.52 0.50
26 139 0.52 0.52 0.56 0.53 0.56 0.58 0.64 0.58 0.64 0.59 0.52 0.51
26 140 0.53 0.53 0.57 0.53 0.56 0.59 0.64 0.58 0.64 0.59 0.53 0.51
26 141 0.53 0.54 0.57 0.53 0.56 0.59 0.64 0.58 0.64 0.60 0.53 0.51
26 142 0.53 0.54 0.57 0.54 0.56 0.60 0.64 0.58 0.64 0.60 0.54 0.51
26 143 0.53 0.55 0.57 0.54 0.57 0.60 0.64 0.57 0.65 0.61 0.54 0.51
26 144 0.53 0.55 0.58 0.54 0.57 0.61 0.64 0.57 0.65 0.61 0.54 0.51
26 145 0.53 0.55 0.58 0.54 0.57 0.61 0.63 0.57 0.65 0.61 0.54 0.51
26 146 0.53 0.56 0.58 0.54 0.57 0.61 0.63 0.57 0.65 0.61 0.54 0.51
26 147 0.53 0.56 0.58 0.54 0.57 0.62 0.63 0.58 0.65 0.61 0.55 0.52
26 148 0.53 0.56 0.58 0.54 0.57 0.62 0.63 0.58 0.64 0.62 0.56 0.52
26 149 0.54 0.55 0.58 0.54 0.58 0.63 0.62 0.58 0.64 0.62 0.56 0.52
26 150 0.54 0.55 0.59 0.54 0.58 0.63 0.62 0.58 0.64 0.62 0.57 0.52
26 151 0.54 0.55 0.59 0.54 0.58 0.63 0.62 0.59 0.64 0.62 0.57 0.53
26 152 0.54 0.55 0.60 0.54 0.58 0.63 0.61 0.59 0.64 0.62 0.57 0.53
26 153 0.54 0.55 0.60 0.54 0.58 0.63 0.61 0.59 0.64 0.62 0.57 0.53
26 154 0.54 0.56 0.60 0.55 0.59 0.63 0.61 0.59 0.64 0.62 0.58 0.53
26 155 0.54 0.56 0.60 0.55 0.59 0.63 0.61 0.59 0.63 0.62 0.58 0.54
26 156 0.54 0.56 0.60 0.56 0.60 0.63 0.61 0.58 0.63 0.62 0.58 0.54
26 157 0.54 0.57 0.60 0.56 0.61 0.63 0.61 0.58 0.63 0.63 0.59 0.55
26 158 0.55 0.57 0.59 0.56 0.61 0.63 0.61 0.58 0.63 0.63 0.59 0.55
26 159 0.55 0.57 0.59 0.57 0.62 0.63 0.61 0.58 0.63 0.63 0.59 0.55
26 160 0.55 0.58 0.59 0.57 0.62 0.63 0.61 0.57 0.63 0.64 0.59 0.56
26 161 0.56 0.58 0.59 0.57 0.62 0.63 0.61 0.58 0.63 0.64 0.59 0.56
26 162 0.56 0.58 0.58 0.58 0.62 0.63 0.61 0.58 0.63 0.64 0.60 0.57
26 163 0.57 0.58 0.58 0.58 0.62 0.63 0.62 0.59 0.64 0.64 0.60 0.57
26 164 0.57 0.57 0.58 0.58 0.62 0.63 0.62 0.59 0.64 0.64 0.60 0.57
26 165 0.57 0.57 0.58 0.58 0.63 0.63 0.62 0.59 0.64 0.64 0.60 0.57
26 166 0.57 0.56 0.58 0.58 0.63 0.63 0.62 0.59 0.64 0.64 0.60 0.57
26 167 0.57 0.56 0.58 0.59 0.63 0.63 0.63 0.59 0.64 0.64 0.60 0.57
26 168 0.57 0.56 0.58 0.59 0.63 0.63 0.63 0.59 0.63 0.64 0.60 0.57
26 169 0.57 0.56 0.58 0.59 0.63 0.63 0.63 0.59 0.63 0.64 0.60 0.57
26 170 0.57 0.57 0.58 0.59 0.63 0.64 0.63 0.60 0.63 0.64 0.60 0.57
26 171 0.57 0.57 0.58 0.60 0.63 0.64 0.64 0.60 0.63 0.64 0.60 0.57
26 172 0.57 0.57 0.58 0.60 0.63 0.64 0.64 0.61 0.63 0.64 0.60 0.57
26 173 0.57 0.57 0.59 0.60 0.63 0.64 0.64 0.62 0.63 0.64 0.59 0.57
26 174 0.57 0.57 0.59 0.60 0.63 0.64 0.63 0.63 0.63 0.64 0.59 0.57
26 175 0.57 0.57 0.60 0.61 0.63 0.64 0.64 0.63 0.63 0.63 0.59 0.57
26 176 0.57 0.57 0.60 0.61 0.63 0.65 0.64 0.63 0.63 0.63 0.59 0.56
26 177 0.57 0.57 0.61 0.61 0.64 0.65 0.64 0.64 0.63 0.62 0.58 0.56
26 178 0.57 0.56 0.60 0.61 0.64 0.65 0.64 0.64 0.63 0.62 0.58 0.56
26 179 0.56 0.56 0.60 0.61 0.63 0.66 0.64 0.63 0.63 0.62 0.58 0.56
27 0 0.63 0.65 0.67 0.68 0.69 0.67 0.70 0.70 0.68 0.63 0.63 0.64
27 1 0.63 0.65 0.66 0.67 0.68 0.67 0.70 0.70 0.68 0.63 0.63 0.64
27 2 0.63 0.66 0.66 0.67 0.68 0.67 0.70 0.70 0.68 0.63 0.63 0.64
27 3 0.63 0.66 0.66 0.67 0.68 0.67 0.71 0.70 0.68 0.64 0.63 0.64
27 4 0.63 0.66 0.66 0.68 0.68 0.67 0.71 0.71 0.68 0.64 0.63 0.64
27 5 0.62 0.66 0.66 0.68 0.68 0.67 0.71 0.71 0.68 0.64 0.63 0.63
27 6 0.62 0.66 0.66 0.67 0.67 0.67 0.72 0.71 0.68 0.65 0.62 0.63
27 7 0.62 0.66 0.66 0.67 0.67 0.68 0.72 0.72 0.68 0.65 0.62 0.63
27 8 0.62 0.66 0.65 0.67 0.67 0.68 0.72 0.72 0.69 0.65 0.63 0.63
27 9 0.62 0.66 0.65 0.67 0.67 0.69 0.72 0.72 0.69 0.66 0.63 0.62
27 10 0.62 0.66 0.65 0.67 0.67 0.69 0.72 0.72 0.69 0.66 0.63 0.62
27 11 0.62 0.65 0.65 0.67 0.66 0.70 0.72 0.72 0.69 0.66 0.63 0.62
27 12 0.62 0.65 0.65 0.67 0.66 0.70 0.73 0.72 0.69 0.66 0.63 0.62
27 13 0.61 0.64 0.64 0.66 0.66 0.70 0.72 0.72 0.69 0.66 0.63 0.62
27 14 0.60 0.64 0.63 0.65 0.65 0.70 0.72 0.72 0.69 0.66 0.62 0.61
27 15 0.60 0.63 0.63 0.64 0.65 0.70 0.72 0.72 0.69 0.66 0.62 0.61
27 16 0.59 0.63 0.62 0.64 0.64 0.70 0.72 0.71 0.69 0.66 0.62 0.61
27 17 0.59 0.63 0.61 0.64 0.63 0.69 0.71 0.71 0.69 0.66 0.61 0.61
27 18 0.59 0.63 0.61 0.64 0.63 0.69 0.71 0.71 0.69 0.66 0.61 0.61
27 19 0.60 0.63 0.61 0.66 0.64 0.70 0.72 0.72 0.70 0.67 0.62 0.61
27 20 0.61 0.64 0.62 0.67 0.66 0.72 0.72 0.72 0.70 0.67 0.63 0.62
27 21 0.61 0.64 0.63 0.67 0.67 0.73 0.73 0.73 0.71 0.68 0.63 0.62
27 22 0.61 0.64 0.63 0.67 0.67 0.73 0.73 0.72 0.71 0.68 0.64 0.62
27 23 0.61 0.65 0.62 0.67 0.67 0.73 0.73 0.72 0.71 0.68 0.64 0.62
27 24 0.61 0.65 0.63 0.67 0.67 0.73 0.73 0.72 0.71 0.68 0.64 0.62
27 25 0.62 0.64 0.63 0.68 0.67 0.73 0.73 0.72 0.71 0.68 0.64 0.62
27 26 0.62 0.64 0.63 0.68 0.67 0.73 0.73 0.72 0.71 0.68 0.64 0.62
27 27 0.62 0.64 0.63 0.67 0.67 0.73 0.72 0.72 0.71 0.68 0.64 0.62
27 28 0.62 0.63 0.64 0.67 0.67 0.72 0.72 0.72 0.70 0.68 0.64 0.62
27 29 0.62 0.63 0.64 0.67 0.67 0.72 0.72 0.71 0.70 0.67 0.64 0.61
27 30 0.61 0.62 0.63 0.66 0.66 0.71 0.71 0.71 0.70 0.67 0.64 0.61
27 31 0.60 0.61 0.62 0.65 0.65 0.71 0.71 0.71 0.69 0.67 0.63 0.60
27 32 0.59 0.61 0.61 0.64 0.65 0.70 0.70 0.70 0.68 0.66 0.63 0.59
27 33 0.59 0.61 0.61 0.64 0.64 0.70 0.70 0.70 0.68 0.66 0.63 0.59
27 34 0.60 0.61 0.62 0.64 0.64 0.70 0.70 0.70 0.69 0.66 0.63 0.59
27 35 0.60 0.61 0.62 0.64 0.64 0.70 0.71 0.70 0.69 0.66 0.62 0.59
27 36 0.60 0.61 0.61 0.64 0.64 0.71 0.71 0.70 0.69 0.65 0.62 0.59
27 37 0.60 0.61 0.61 0.63 0.64 0.71 0.71 0.70 0.69 0.65 0.61 0.59
27 38 0.60 0.61 0.61 0.63 0.64 0.71 0.72 0.70 0.69 0.65 0.60 0.59
27 39 0.60 0.61 0.61 0.63 0.64 0.71 0.72 0.70 0.70 0.65 0.60 0.59
27 40 0.59 0.62 0.61 0.63 0.64 0.72 0.72 0.71 0.70 0.65 0.60 0.58
27 41 0.59 0.61 0.61 0.63 0.64 0.72 0.72 0.71 0.70 0.66 0.60 0.58
27 42 0.58 0.61 0.60 0.62 0.64 0.72 0.72 0.71 0.70 0.66 0.60 0.58
27 43 0.58 0.61 0.60 0.61 0.64 0.72 0.72 0.71 0.71 0.66 0.60 0.58
27 44 0.57 0.61 0.59 0.61 0.64 0.72 0.72 0.71 0.71 0.67 0.60 0.57
27 45 0.57 0.61 0.58 0.60 0.64 0.71 0.72 0.71 0.70 0.66 0.60 0.57
27 46 0.56 0.60 0.57 0.58 0.64 0.70 0.71 0.71 0.70 0.66 0.59 0.56
27 47 0.56 0.59 0.56 0.57 0.63 0.69 0.70 0.70 0.70 0.66 0.59 0.55
27 48 0.55 0.58 0.55 0.56 0.63 0.68 0.69 0.69 0.70 0.65 0.60 0.54
27 49 0.55 0.58 0.55 0.57 0.64 0.69 0.69 0.69 0.70 0.66 0.61 0.55
27 50 0.56 0.59 0.56 0.59 0.65 0.70 0.69 0.69 0.70 0.67 0.62 0.55
27 51 0.56 0.59 0.56 0.60 0.66 0.72 0.70 0.69 0.70 0.68 0.63 0.55
27 52 0.57 0.58 0.55 0.59 0.66 0.71 0.69 0.68 0.70 0.68 0.63 0.55
27 53 0.57 0.58 0.55 0.59 0.66 0.71 0.68 0.67 0.69 0.67 0.63 0.55
27 54 0.57 0.58 0.55 0.59 0.66 0.70 0.67 0.66 0.69 0.67 0.63 0.55
27 55 0.57 0.58 0.56 0.60 0.66 0.70 0.66 0.66 0.69 0.68 0.64 0.56
27 56 0.57 0.58 0.56 0.61 0.67 0.70 0.66 0.66 0.69 0.68 0.64 0.57
27 57 0.57 0.58 0.57 0.61 0.67 0.70 0.66 0.66 0.69 0.69 0.65 0.57
27 58 0.57 0.58 0.56 0.61 0.66 0.69 0.66 0.65 0.68 0.68 0.64 0.56
27 59 0.56 0.57 0.56 0.60 0.65 0.68 0.65 0.64 0.67 0.67 0.63 0.55
27 60 0.55 0.58 0.56 0.60 0.64 0.67 0.64 0.63 0.66 0.66 0.62 0.55
27 61 0.55 0.58 0.56 0.61 0.64 0.66 0.63 0.62 0.65 0.65 0.62 0.55
27 62 0.55 0.58 0.56 0.61 0.65 0.66 0.62 0.61 0.65 0.65 0.62 0.55
27 63 0.55 0.58 0.56 0.61 0.65 0.65 0.61 0.60 0.65 0.65 0.62 0.56
27 64 0.55 0.58 0.56 0.61 0.64 0.65 0.60 0.60 0.64 0.65 0.62 0.56
27 65 0.56 0.60 0.56 0.60 0.64 0.64 0.57 0.58 0.63 0.65 0.62 0.58
27 66 0.57 0.63 0.57 0.60 0.63 0.63 0.55 0.57 0.62 0.65 0.62 0.62
27 67 0.59 0.66 0.58 0.61 0.64 0.63 0.53 0.56 0.62 0.66 0.62 0.65
27 68 0.61 0.68 0.59 0.62 0.65 0.64 0.53 0.56 0.62 0.66 0.63 0.67
27 69 0.61 0.68 0.60 0.63 0.65 0.64 0.53 0.56 0.62 0.66 0.64 0.67
27 70 0.59 0.66 0.61 0.64 0.64 0.64 0.54 0.55 0.62 0.66 0.64 0.67
27 71 0.57 0.64 0.60 0.64 0.62 0.63 0.54 0.54 0.62 0.66 0.64 0.66
27 72 0.55 0.63 0.60 0.63 0.61 0.62 0.53 0.52 0.61 0.65 0.64 0.65
27 73 0.55 0.62 0.60 0.63 0.61 0.61 0.51 0.49 0.59 0.64 0.64 0.64
27 74 0.57 0.61 0.60 0.63 0.61 0.60 0.48 0.47 0.58 0.64 0.64 0.63
27 75 0.59 0.61 0.61 0.63 0.62 0.58 0.46 0.45 0.56 0.63 0.64 0.62
27 76 0.60 0.61 0.61 0.63 0.63 0.57 0.44 0.43 0.55 0.62 0.64 0.60
27 77 0.60 0.61 0.62 0.64 0.64 0.57 0.43 0.42 0.53 0.62 0.63 0.60
27 78 0.60 0.61 0.62 0.64 0.64 0.56 0.42 0.41 0.52 0.62 0.63 0.59
27 79 0.60 0.61 0.62 0.64 0.63 0.55 0.41 0.41 0.51 0.61 0.64 0.60
27 80 0.61 0.60 0.62 0.63 0.62 0.54 0.40 0.42 0.50 0.61 0.65 0.61
27 81 0.61 0.60 0.61 0.62 0.61 0.53 0.40 0.43 0.49 0.61 0.65 0.62
27 82 0.60 0.60 0.62 0.63 0.62 0.54 0.40 0.44 0.49 0.60 0.66 0.62
27 83 0.59 0.60 0.61 0.63 0.61 0.54 0.41 0.43 0.48 0.60 0.66 0.61
27 84 0.58 0.60 0.61 0.62 0.60 0.54 0.41 0.43 0.48 0.59 0.66 0.60
27 85 0.58 0.60 0.61 0.62 0.59 0.53 0.41 0.43 0.48 0.60 0.65 0.60
27 86 0.58 0.60 0.60 0.61 0.58 0.52 0.41 0.43 0.47 0.59 0.65 0.60
27 87 0.58 0.60 0.59 0.59 0.55 0.50 0.40 0.42 0.46 0.59 0.65 0.60
27 88 0.59 0.60 0.59 0.57 0.53 0.48 0.40 0.41 0.44 0.57 0.65 0.60
27 89 0.59 0.60 0.58 0.55 0.51 0.47 0.39 0.41 0.43 0.56 0.65 0.61
27 90 0.59 0.58 0.56 0.52 0.48 0.44 0.38 0.39 0.42 0.54 0.64 0.61
27 91 0.57 0.56 0.53 0.49 0.46 0.43 0.37 0.39 0.40 0.52 0.63 0.60
27 92 0.56 0.53 0.50 0.46 0.44 0.41 0.37 0.38 0.39 0.50 0.62 0.60
27 93 0.56 0.51 0.46 0.42 0.41 0.39 0.36 0.38 0.38 0.48 0.61 0.60
27 94 0.55 0.49 0.44 0.40 0.39 0.37 0.34 0.37 0.37 0.47 0.61 0.59
27 95 0.55 0.47 0.42 0.38 0.38 0.34 0.32 0.36 0.36 0.45 0.60 0.59
27 96 0.54 0.48 0.42 0.39 0.38 0.35 0.31 0.36 0.36 0.44 0.59 0.58
27 97 0.52 0.47 0.42 0.40 0.39 0.37 0.33 0.36 0.36 0.43 0.57 0.56
27 98 0.50 0.46 0.41 0.41 0.40 0.40 0.34 0.36 0.37 0.42 0.56 0.54
27 99 0.48 0.44 0.40 0.43 0.38 0.39 0.35 0.35 0.36 0.40 0.54 0.51
27 100 0.47 0.43 0.41 0.45 0.37 0.38 0.36 0.35 0.35 0.38 0.52 0.49
27 101 0.46 0.42 0.42 0.48 0.37 0.37 0.36 0.36 0.34 0.36 0.50 0.47
27 102 0.40 0.37 0.38 0.46 0.35 0.36 0.37 0.36 0.33 0.33 0.45 0.41
27 103 0.33 0.31 0.33 0.42 0.32 0.35 0.38 0.37 0.32 0.29 0.39 0.35
27 104 0.26 0.25 0.29 0.38 0.29 0.33 0.39 0.38 0.32 0.26 0.34 0.30
27 105 0.24 0.23 0.26 0.36 0.28 0.33 0.39 0.38 0.33 0.26 0.33 0.29
27 106 0.22 0.20 0.24 0.34 0.26 0.32 0.40 0.39 0.34 0.26 0.32 0.27
27 107 0.20 0.18 0.22 0.32 0.25 0.31 0.40 0.40 0.35 0.26 0.32 0.27
27 108 0.21 0.18 0.21 0.32 0.25 0.32 0.41 0.40 0.36 0.28 0.34 0.28
27 109 0.21 0.18 0.20 0.31 0.24 0.33 0.42 0.41 0.37 0.30 0.37 0.29
27 110 0.22 0.18 0.20 0.31 0.24 0.33 0.44 0.41 0.38 0.31 0.39 0.30
27 111 0.22 0.19 0.20 0.31 0.25 0.35 0.46 0.42 0.38 0.32 0.40 0.32
27 112 0.23 0.19 0.20 0.31 0.26 0.36 0.48 0.43 0.38 0.33 0.41 0.33
27 113 0.24 0.20 0.20 0.31 0.26 0.36 0.49 0.43 0.39 0.34 0.43 0.34
27 114 0.25 0.21 0.20 0.31 0.26 0.36 0.49 0.44 0.40 0.35 0.44 0.36
27 115 0.26 0.21 0.20 0.32 0.27 0.36 0.49 0.44 0.40 0.36 0.45 0.38
27 116 0.27 0.22 0.20 0.32 0.27 0.36 0.49 0.44 0.40 0.37 0.45 0.38
27 117 0.27 0.22 0.21 0.33 0.27 0.35 0.49 0.43 0.39 0.36 0.44 0.38
27 118 0.28 0.23 0.21 0.33 0.26 0.34 0.49 0.43 0.38 0.36 0.44 0.38
27 119 0.29 0.24 0.24 0.34 0.29 0.36 0.51 0.46 0.40 0.38 0.44 0.39
27 120 0.30 0.26 0.26 0.35 0.33 0.39 0.54 0.50 0.43 0.40 0.44 0.40
27 121 0.32 0.28 0.28 0.37 0.36 0.42 0.57 0.53 0.46 0.43 0.43 0.41
27 122 0.32 0.29 0.30 0.37 0.38 0.43 0.58 0.55 0.48 0.45 0.43 0.41
27 123 0.32 0.30 0.31 0.38 0.40 0.45 0.59 0.57 0.50 0.47 0.43 0.40
27 124 0.32 0.31 0.33 0.38 0.42 0.47 0.60 0.58 0.52 0.49 0.43 0.40
27 125 0.33 0.32 0.34 0.39 0.43 0.47 0.61 0.58 0.53 0.50 0.44 0.41
27 126 0.34 0.33 0.35 0.40 0.44 0.47 0.61 0.57 0.54 0.51 0.44 0.42
27 127 0.36 0.34 0.36 0.41 0.45 0.48 0.61 0.57 0.56 0.52 0.45 0.43
27 128 0.37 0.36 0.38 0.42 0.46 0.48 0.62 0.57 0.57 0.52 0.45 0.43
27 129 0.39 0.38 0.40 0.44 0.47 0.49 0.62 0.57 0.58 0.52 0.45 0.44
27 130 0.40 0.40 0.42 0.45 0.48 0.50 0.62 0.57 0.59 0.53 0.46 0.45
27 131 0.42 0.41 0.44 0.46 0.49 0.51 0.62 0.58 0.60 0.53 0.46 0.46
27 132 0.44 0.43 0.46 0.47 0.50 0.52 0.63 0.58 0.61 0.54 0.47 0.46
27 133 0.45 0.44 0.47 0.48 0.51 0.52 0.63 0.59 0.62 0.54 0.48 0.47
27 134 0.46 0.45 0.48 0.49 0.51 0.52 0.63 0.59 0.62 0.54 0.48 0.48
27 135 0.47 0.46 0.50 0.50 0.52 0.53 0.63 0.59 0.62 0.55 0.49 0.49
27 136 0.48 0.47 0.51 0.50 0.53 0.53 0.63 0.59 0.63 0.55 0.50 0.49
27 137 0.49 0.48 0.52 0.51 0.53 0.54 0.63 0.59 0.63 0.56 0.50 0.49
27 138 0.50 0.49 0.53 0.51 0.53 0.55 0.63 0.59 0.63 0.56 0.51 0.50
27 139 0.50 0.50 0.53 0.51 0.54 0.56 0.63 0.59 0.63 0.57 0.51 0.50
27 140 0.51 0.51 0.54 0.51 0.54 0.56 0.64 0.59 0.63 0.58 0.52 0.50
27 141 0.52 0.51 0.54 0.51 0.54 0.57 0.64 0.59 0.63 0.59 0.52 0.50
27 142 0.51 0.52 0.55 0.52 0.54 0.57 0.64 0.59 0.63 0.59 0.52 0.50
27 143 0.51 0.52 0.55 0.52 0.55 0.57 0.63 0.58 0.64 0.59 0.52 0.50
27 144 0.51 0.53 0.55 0.52 0.55 0.58 0.63 0.58 0.64 0.59 0.52 0.50
27 145 0.51 0.53 0.55 0.52 0.55 0.58 0.63 0.58 0.64 0.60 0.53 0.50
27 146 0.52 0.54 0.56 0.53 0.55 0.59 0.63 0.58 0.64 0.60 0.53 0.51
27 147 0.52 0.54 0.56 0.53 0.55 0.59 0.63 0.59 0.64 0.60 0.53 0.51
27 148 0.52 0.54 0.56 0.53 0.55 0.60 0.62 0.59 0.64 0.60 0.53 0.51
27 149 0.53 0.54 0.56 0.53 0.56 0.61 0.62 0.59 0.64 0.60 0.54 0.51
27 150 0.53 0.54 0.56 0.53 0.56 0.61 0.62 0.59 0.64 0.61 0.54 0.51
27 151 0.53 0.54 0.57 0.52 0.56 0.61 0.61 0.59 0.64 0.61 0.55 0.51
27 152 0.53 0.54 0.57 0.52 0.56 0.61 0.61 0.59 0.64 0.61 0.55 0.51
27 153 0.53 0.54 0.57 0.52 0.56 0.61 0.61 0.59 0.64 0.61 0.55 0.51
27 154 0.53 0.54 0.57 0.52 0.56 0.61 0.61 0.59 0.63 0.61 0.56 0.52
27 155 0.53 0.54 0.58 0.53 0.57 0.61 0.61 0.59 0.63 0.61 0.56 0.52
27 156 0.53 0.55 0.58 0.53 0.57 0.61 0.61 0.59 0.63 0.61 0.57 0.52
27 157 0.53 0.55 0.57 0.53 0.58 0.61 0.61 0.59 0.63 0.62 0.57 0.53
27 158 0.54 0.55 0.57 0.54 0.58 0.61 0.61 0.59 0.63 0.62 0.57 0.53
27 159 0.54 0.56 0.57 0.54 0.59 0.61 0.61 0.58 0.62 0.62 0.57 0.54
27 160 0.54 0.56 0.57 0.54 0.60 0.61 0.60 0.58 0.62 0.63 0.58 0.54
27 161 0.55 0.56 0.57 0.55 0.60 0.61 0.61 0.58 0.63 0.63 0.58 0.54
27 162 0.55 0.56 0.57 0.55 0.60 0.62 0.61 0.59 0.63 0.63 0.58 0.55
27 163 0.55 0.56 0.56 0.55 0.60 0.62 0.61 0.59 0.63 0.63 0.58 0.55
27 164 0.56 0.56 0.56 0.56 0.60 0.62 0.62 0.59 0.64 0.64 0.58 0.55
27 165 0.56 0.56 0.56 0.56 0.61 0.62 0.62 0.59 0.64 0.64 0.58 0.55
27 166 0.56 0.56 0.57 0.56 0.61 0.62 0.62 0.59 0.64 0.64 0.58 0.55
27 167 0.56 0.56 0.57 0.57 0.61 0.62 0.62 0.59 0.64 0.64 0.58 0.55
