<SIZE>12
<LANG>EN,IT
<STATE>Molise,ML
Agnone,Agnone,41.8094,14.3776
Bojano,Bojano,41.4857,14.4729
Campobasso,Campobasso,41.56,14.6675
Campomarino,Campomarino,41.9559,15.0337
Guglionesi,Guglionesi,41.9144,14.9172
Isernia,Isernia,41.6002,14.2382
Larino,Larino,41.8055,14.9193
Montenero di Bisaccia,Montenero di Bisaccia,41.9651,14.7814
Riccia,Riccia,41.4819,14.8332
Termoli,Termoli,41.9888,14.9895
Trivento,Trivento,41.7811,14.5514
Venafro,Venafro,41.4834,14.0451
