<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
<STATE>Toyama,16
射水郡,,Imizu,36.4111,137.0347,郡,いみず
,大島町,Oshima,36.4349,137.0352,町,おおしま
,小杉町,Kosugi,36.4212,137.0547,町,こすぎ
,下村,Shimo,36.4358,137.0845,村,しも
,大門町,Daimon,36.4312,137.0247,町,だいもん
魚津市,,Uozu,36.4923,137.243,市,うおづ
小矢部市,,Oyabe,36.4034,136.5111,市,おやべ
上新川郡,,Kaminiikawa,36.3412,137.1847,郡,かみにいかわ
,大沢野町,Osawano,36.3434,137.1204,町,おおさわの
,大山町,Oyama,36.3636,137.1756,町,おおやま
黒部市,,Kurobe,36.5215,137.2702,市,くろべ
下新川郡,,Shimoniikawa,36.5311,137.3547,郡,しもにいかわ
,朝日町,Asahi,36.5651,137.3325,町,あさひ
,宇奈月町,Unazuki,36.5112,137.332,町,うなづき
,入善町,Nyuzen,36.5606,137.3018,町,にゅうぜん
新湊市,,Shinminato,36.4711,137.0447,市,しんみなと
高岡市,,Takaoka,36.4503,137.0114,市,たかおか
砺波市,,Tonami,36.39,136.5729,市,となみ
富山市,,Toyama,36.4136,137.1302,市,とやま
中新川郡,,Nakaniikawa,36.3912,137.2347,郡,なかにいかわ
,上市町,Kamiichi,36.415,137.2149,町,かみいち
,立山町,Tateyama,36.3913,137.1834,町,たてやま
,舟橋村,Funahashi,36.4159,137.1821,村,ふなはし
滑川市,,Namerikawa,36.46,137.2011,市,なめりかわ
西礪波郡,,Nishitonami,36.3912,136.5247,郡,にしとなみ
,福岡町,Fukuoka,36.4229,136.5531,町,ふくおか
,福光町,Fukumitsu,36.3329,136.5226,町,ふくみつ
婦負郡,,Nei,36.3112,137.0547,郡,ねい
,婦中町,Fuchu,36.3858,137.0927,町,ふちゅう
,細入村,Hosoiri,36.3125,137.1346,村,ほそいり
,八尾町,Yatsuo,36.3501,137.0812,町,やつお
,山田村,Yamda,36.3434,137.0439,村,やまだ
東礪波郡,,Higashitonami,36.2911,136.4947,郡,ひがしとなみ
,井波町,Inami,36.335,136.5821,町,いなみ
,井口村,Inokuchi,36.3227,136.5616,村,いのくち
,上平村,Kamitaira,36.2358,136.5406,村,かみたいら
,庄川町,Shogawa,36.3429,136.5915,町,しょうがわ
,城端町,Johana,36.3037,136.5345,町,じょうはな
,平村,Taira,36.2556,136.5703,村,たいら
,利賀村,Toga,36.271,137.012,村,とが
,福野町,Fukuno,36.3519,136.5518,町,ふくの
氷見市,,Himi,36.5121,136.5909,市,ひみ
