<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
<STATE>Kyoto,26
天田郡,,Amata,35.1512,135.0646,郡,あまた
,三和町,Miwa ,35.1312,135.1356,町,みわ
,夜久野町,Yakuno,35.1919,134.5941,町,やくの
綾部市,,Ayabe,35.1725,135.1517,市,あやべ
宇治市,,Uji,34.5251,135.4751,市,うじ
乙訓郡,,Otokuni,34.5412,135.4146,郡,おとくに
,大山崎町,Oyamazaki,34.5412,135.4046,町,おおやまざき
加佐郡,,Kasa,35.2312,135.0446,郡,かさ
,大江町,Oe,35.2324,135.0832,町,おおえ
亀岡市,,Kameoka,35.0041,135.3431,市,かめおか
北桑田郡,,Kitakuwada,35.1412,135.3846,郡,きたくわだ
,京北町,Keihoku,35.0912,135.3746,町,けいほく
,美山町,Miyama,35.1621,135.3317,町,みやま
京田辺市,,Kyoutanabe,34.4856,135.4559,市,きょうたなべ
京丹後市,,Kyotango,35.4359,135.0556,市,きょうたんご
京都市,,Kyoto,35.0042,135.4601,市,きょうと
,右京区,Ukyo,35.0312,135.4246,区,うきょう
,上京区,Kamigyo,35.0147,135.4521,区,かみぎょう
,北区,Kita,35.0412,135.4446,区,きた
,左京区,Sakyo,35.0132,135.4626,区,さきょう
,下京区,Shimogyo,34.5915,135.4516,区,しもぎょう
,中京区,Nakagyo,35.0037,135.4501,区,なかぎょう
,西京区,Nishikyo,34.5905,135.4126,区,にしきょう
,東山区,Higashiyama,34.5927,135.4626,区,ひがしやま
,伏見区,Fushimi ,34.5615,135.454,区,ふしみ
,南区,Minami,34.5829,135.4452,区,みなみ
,山科区,Yamashina,34.582,135.4851,区,やましな
久世郡,,Kuse,34.5712,135.4646,郡,くせ
,久御山町,Kumiyama ,34.5237,135.4358,町,くみやま
城陽市,,Jyoyo,34.5058,135.4638,市,じょうよう
相楽郡,,Soraku,34.4712,135.5146,郡,そうらく
,笠置町,Kasagi,34.4557,135.5625,町,かさぎ
,加茂町,Kamo,34.4447,135.5141,町,かも
,木津町,Kizu,34.4403,135.4913,町,きづ
,精華町,Seika,34.4545,135.4648,町,せいか
,南山城村,Minamiyamashiro,34.4612,135.5946,村,みなみやましろ
,山城町,Yamashiro,34.4444,135.4854,町,やましろ
,和束町,Wazuka,34.4726,135.5412,町,わづか
綴喜郡,,Tuszuki,34.4812,135.4546,郡,つづき
,井手町,Ide,34.4729,135.4815,町,いで
,宇治田原町,Ujitawara,34.5058,135.5121,町,うじたわら
長岡京市,,Nagaokakyo,34.5525,135.4139,市,ながおかきょう
福知山市,,Fukuchiyama,35.1758,135.0743,市,ふくちやま
船井郡,,Funai,35.0912,135.1746,郡,ふない
,園部町,Sonobe,35.0612,135.2746,町,そのべ
,丹波町,Tanba,35.0931,135.2531,町,たんば
,日吉町,Hiyoshi,35.0936,135.3029,町,ひよし
,瑞穂町,Mizuho,35.1032,135.2229,町,みずほ
,八木町,Yagi,35.0411,135.3207,町,やぎ
,和知町,Wachi,35.1537,135.2322,町,わち
舞鶴市,,Maizuru,35.2822,135.2247,市,まいづる
宮津市,,Miyazu,35.3212,135.1146,市,みやづ
向日市,,Muko,34.5712,135.4146,市,むこう
八幡市,,Yawata,34.5231,135.4257,市,やわた
与謝郡,,Yosa,35.3612,135.1046,郡,よさ
,伊根町,Ine,35.4016,135.1707,町,いね
,岩滝町,Iwataki,35.3407,135.0846,町,いわたき
,加悦町,Kaya,35.3031,135.0537,町,かや
,野田川町,Nodagawa ,35.3132,135.0608,町,のだがわ
