<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
<STATE>Tottori,31
岩美郡,,Iwami,35.3212,134.2046,郡,いわみ
,岩美町,Iwami,35.3512,134.2046,町,いわみ
,国府町,Kokufu ,35.2912,134.1646,町,こくふ
,福部村,Fukube,35.3412,134.1646,村,ふくべ
倉吉市,,Kurayoshi ,35.2532,133.493,市,くらよし
気高郡,,Ketaka ,35.2912,134.0146,郡,けたか
,青谷町,Aoya,35.3112,133.5946,町,あおや
,気高町,Ketaka ,35.3112,134.0346,町,けたか
,鹿野町,Shikano,35.2312,134.0046,町,しかの
西伯郡,,Saihaku,35.2312,133.3045,郡,さいはく
,会見町,Aimi,35.2154,133.2135,町,あいみ
,岸本町,Kishimoto,35.2251,133.2429,町,きしもと
,西伯町,Saihaku,35.2009,133.1944,町,さいはく
,大山町,Daisen,35.2841,133.2717,町,だいせん
,中山町,Nakayama,35.3117,133.3509,町,なかやま
,名和町,Nawa,35.3021,133.2936,町,なわ
,日吉津村,Hiezu,35.2621,133.2246,村,ひえづ
,淀江町,Yodoe ,35.2707,133.2509,町,よどえ
境港市,,Sakaiminato,35.3155,133.1403,市,さかいみなと
東伯郡,,Tohaku ,35.2612,133.4245,郡,とうはく
,赤碕町,Akasaki,35.3048,133.374,町,あかさき
,関金町,Sekigane,35.212,133.4507,町,せきがね
,大栄町,Daiei,35.2912,133.4545,町,だいえい
,東郷町,Togo,35.2812,133.5246,町,とうごう
,東伯町,Tohaku ,35.2911,133.4146,町,とうはく
,泊村,Tomari,35.3037,133.56,村,とまり
,羽合町,Hawai,35.2912,133.5246,町,はわい
,北条町,Hojo ,35.2839,133.4912,町,ほうじょう
,三朝町,Misasa,35.2412,133.5146,町,みささ
鳥取市,,Tottori,35.2912,134.1346,市,とっとり
日野郡,,Hino,35.1312,133.2145,郡,ひの
,江府町,Kofu,35.1632,133.2903,町,こうふ
,日南町,Nichinan,35.0941,133.1943,町,にちなん
,日野町,Hino ,35.1412,133.2645,町,ひの
,溝口町,Mizoguchi,35.2038,133.2624,町,みぞぐち
八頭郡,,Yazu,35.1812,134.1846,郡,やず
,河原町,Kawahara,35.2512,134.1146,町,かわはら
,郡家町,Kooge,35.2512,134.1446,町,こおげ
,佐治村,Saji,35.2112,134.0646,村,さじ
,智頭町,Chizu,35.1612,134.1246,町,ちず
,八東町,Hatto,35.2212,134.2046,町,はっとう
,船岡町,Funaoka,35.2412,134.1546,町,ふなおか
,用瀬町,Mochigase,35.2012,134.1146,町,もちがせ
,若桜町,Wakasa,35.2112,134.2146,町,わかさ
米子市,,Yonago,35.2528,133.2003,市,よなご
