<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
<STATE>Miyagi,04
伊具郡,,Igu,37.5211,140.4548,郡,いぐ
,丸森町,Marumori,37.5441,140.4556,町,まるもり
石巻市,,Ishinomaki,38.2541,141.1822,市,いしのまき
岩沼市,,Iwanuma,38.0616,140.5214,市,いわぬま
牡鹿郡,,Oshika,38.2211,141.3148,郡,おしか
,牡鹿町,Oshika,38.1808,141.3031,町,おしか
,女川町,Onagawa,38.2644,141.2644,町,おながわ
角田市,,Kakuda,37.5838,140.4653,市,かくだ
刈田郡,,Katta,38.0411,140.2948,郡,かった
,蔵王町,Zao,38.0552,140.3929,町,ざおう
,七ヶ宿町,Shichikashuku,37.5935,140.263,町,しちかしゅく
加美郡,,Kami,38.3411,140.4748,郡,かみ
,加美町,Kami,38.342,140.5119,町,かみ
,色麻町,Shikama,38.3256,140.51,町,しかま
栗原郡,,Kurihara,38.4711,140.5948,郡,くりはら
,一迫町,Ichihasama,38.4422,140.5649,町,いちはさま
,鶯沢町,Uguisusawa,38.4835,140.5659,町,うぐいすざわ
,金成町,Kannari,38.4759,141.0359,町,かんなり
,栗駒町,Kurikoma,38.4952,140.593,町,くりこま
,志波姫町,Shiwahime,38.4518,141.0404,町,しわひめ
,瀬峰町,Semine,38.3929,141.042,町,せみね
,高清水町,Takashimizu,38.3929,141.0037,町,たかしみず
,築館町,Tuskidate,38.4349,141.0117,町,つきだて
,花山村,Hanayama,38.4735,140.5049,村,はなやま
,若柳町,Wakayanagi,38.4607,141.0721,町,わかやなぎ
黒川郡,,Kurokawa,38.2511,140.4848,郡,くろかわ
,大郷町,Osato,38.2528,141.0016,町,おおさと
,大衡村,Ohira,38.2803,140.5248,村,おおひら
,大和町,Taiwa,38.2646,140.5312,町,たいわ
,富谷町,Tomiya,38.2357,140.5321,町,とみや
気仙沼市,,Kesennuma,38.5425,141.3418,市,けせんぬま
塩竃市,,Shiogama,38.1852,141.0119,市,しおがま
志田郡,,Shida,38.3011,141.0048,郡,しだ
,鹿島台町,Kashimadai,38.2843,141.0551,町,かしまだい
,三本木町,Sanbongi,38.3131,140.5649,町,さんぼんぎ
,松山町,Matsuyama,38.3051,141.0335,町,まつやま
柴田郡,,Shibata,38.0511,140.4248,郡,しばた
,大河原町,Ogawara,38.0258,140.4352,町,おおがわら
,川崎町,Kawasaki,38.104,140.3836,町,かわさき
,柴田町,Shibata,38.0322,140.4556,町,しばた
,村田町,Murata,38.0707,140.432,町,むらた
白石市,,Shiroishi,38.0007,140.371,市,しろいし
仙台市,,Sendai,38.1605,140.521,市,せんだい
,青葉区,Aoba-ku,38.1609,140.5214,区,あおば
,泉区,Izumi-ku,38.1937,140.5253,区,いずみ
,太白区,Taihaku-ku,38.1328,140.5238,区,たいはく
,宮城野区,Miyagino-ku,38.1559,140.5437,区,みやぎの
,若林区,Wakabayashi-ku,38.1439,140.5403,区,わかばやし
多賀城市,,Tagajyo,38.1738,141.0016,市,たがじょう
玉造郡,,Tamazukuri,38.4111,140.4848,郡,たまづくり
,岩出山町,Iwadeyama,38.3908,140.5237,町,いわでやま
,鳴子町,Naruko,38.4443,140.4308,町,なるこ
遠田郡,,Toda,38.3211,141.0848,郡,とおだ
,小牛田町,Kogota,38.324,141.0325,町,こごた
,田尻町,Tajiri,38.3556,141.0327,町,たじり
,南郷町,Nango,38.2918,141.0808,町,なんごう
,涌谷町,Wakuya,38.3223,141.0742,町,わくや
登米郡,,Tome,38.4211,141.1748,郡,とめ
,石越町,Ishikoshi,38.4527,141.1053,町,いしこし
,東和町,Towa,38.4432,141.1854,町,とうわ
,豊里町,Toyosato,38.3505,141.1457,町,とよさと
,登米町,Toyoma,38.3918,141.1652,町,とよま
,中田町,Nakada,38.4254,141.142,町,なかだ
,迫町,Hasama,38.4131,141.1117,町,はさま
,南方町,Minamikata,38.3934,141.0933,町,みなみかた
,米山町,Yoneyama,38.3745,141.1121,町,よねやま
名取市,,Natori,38.1017,140.5333,市,なとり
古川市,,Furukawa,38.3438,140.572,市,ふるかわ
宮城郡,,Miyagi,38.2311,140.5948,郡,みやぎ
,七ヶ浜町,Shichigahama,38.1817,141.0334,町,しちがはま
,松島町,Matsushima,38.2253,141.0409,町,まつしま
,利府町,Rifu,38.1949,140.5853,町,りふ
本吉郡,,Motoyoshi,38.4511,141.2848,郡,もとよし
,歌津町,Utatsu,38.4303,141.3111,町,うたつ
,唐桑町,Kawakura,38.5413,141.3852,町,からくわ
,志津川町,Shizukawa,38.404,141.2648,町,しづがわ
,津山町,Tsuyama,38.3648,141.1807,町,つやま
,本吉町,Motohoshi,38.4741,141.3021,町,もとよし
桃生郡,,Monou,38.3011,141.2148,郡,ものう
,雄勝町,Ogatsu,38.3121,141.2814,町,おがつ
,河南町,Kanan,38.3033,141.1138,町,かなん
,河北町,Kahoku,38.3056,141.1858,町,かほく
,北上町,Kitakami,38.3427,141.2657,町,きたかみ
,鳴瀬町,Naruse,38.2401,141.0952,町,なるせ
,桃生町,Monou,38.3346,141.1438,町,ものう
,矢本町,Yamoto,38.2535,141.1238,町,やもと
亘理郡,,Watari,38.0011,140.5348,郡,わたり
,山元町,Yamamoto,37.5743,140.5239,町,やまもと
,亘理町,Watari,38.0216,140.5111,町,わたり
