<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
<STATE>Osaka,27
池田市,,Ikeda,34.4812,135.2646,市,いけだ
和泉市,,Izumi,34.2849,135.2525,市,いずみ
泉大津市,,Izumiotsu,34.3012,135.2446,市,いずみおおつ
泉佐野市,,Izumisano,34.2408,135.1938,市,いずみさの
茨木市,,Ibaraki,34.4812,135.3246,市,いばらき
大阪市,,Osaka,34.4112,135.2946,市,おおさか
,旭区,Asahi,34.4316,135.3227,区,あさひ
,阿倍野区,Abeno,34.382,135.3052,区,あべの
,生野区,Ikuno,34.3913,135.32,区,いくの
,北区,Kita,34.4212,135.2746,区,きた
,此花区,Konohana,34.4052,135.265,区,このはな
,城東区,Joto,34.4213,135.3239,区,じょうとう
,住之江区,Suminoe,34.3619,135.2834,区,すみのえ
,住吉区,Sumiyoshi,34.3549,135.295,区,すみよし
,大正区,Taisho,34.3842,135.2823,区,たいしょう
,中央区,Chuo,34.4051,135.3029,区,ちゅうおう
,鶴見区,Tsurumiku,34.4312,135.3346,区,つるみく
,天王寺区,Tenoji,34.3918,135.3059,区,てんのうじ
,浪速区,Naniwa,34.4012,135.2746,区,なにわ
,西区,Nishi,34.4026,135.293,区,にし
,西成区,Nishinari,34.3813,135.2925,区,にしなり
,西淀川区,Nishiyodogawa,34.4253,135.2705,区,にしよどがわ
,東住吉区,Higashisumiyoshi,34.3713,135.3124,区,ひがしすみよし
,東成区,Higashinari,34.4002,135.3208,区,ひがしなり
,東淀川区,Higashiyodogawa ,34.4433,135.314,区,ひがしよどがわ
,平野区,Hirano,34.3706,135.3229,区,ひらの
,福島区,Fukushima,34.4124,135.281,区,ふくしま
,港区,Minato,34.3933,135.2725,区,みなと
,都島区,Miyakojima,34.4158,135.3127,区,みやこじま
,淀川区,Yodogawa ,34.4307,135.2905,区,よどがわ
大阪狭山市,,Osakasayama,34.2945,135.33,市,おおさかさやま
貝塚市,,Kaizuka,34.2558,135.2127,市,かいづか
柏原市,,Kashiwara,34.3432,135.3758,市,かしわら
交野市,,Katano,34.4712,135.4046,市,かたの
門真市,,Kadoma,34.4412,135.3446,市,かどま
河内長野市,,Kawachinagano,34.2732,135.3331,市,かわちながの
岸和田市,,Kishiwada,34.2718,135.2227,市,きしわだ
堺市,,Sakai,34.3422,135.2849,市,さかい
四条畷市,,Shijonawate,34.4403,135.3812,市,しじょうなわて
吹田市,,Suita,34.4612,135.3046,市,すいた
摂津市,,Settsu,34.4712,135.3346,市,せっつ
泉南市,,Sennan,34.2235,135.1716,市,せんなん
泉南郡,,Sennan,34.1912,135.1446,郡,せんなん
,熊取町,Kumatori,34.2348,135.2143,町,くまとり
,田尻町,Tajiri,34.2343,135.1717,町,たじり
,岬町,Misaki,34.1857,135.0838,町,みさき
泉北郡,,Senboku,34.2912,135.2846,郡,せんぼく
,忠岡町,Tadaoka,34.2912,135.2346,町,ただおか
大東市,,Daito,34.4231,135.3714,市,だいとう
高石市,,Takaishi,34.3112,135.2646,市,たかいし
高槻市,,Takatsuki,34.5012,135.3746,市,たかつき
豊中市,,Toyonaka,34.4657,135.2805,市,とよなか
豊能郡,,Toyono ,34.5712,135.2546,郡,とよの
,豊能町,Toyono ,34.5612,135.2946,町,とよの
,能勢町,Nose,34.5912,135.2446,町,のせ
富田林市,,Tondabayashi,34.2939,135.3541,市,とんだばやし
寝屋川市,,Neyagawa,34.4512,135.3746,市,ねやがわ
羽曳野市,,Habikino,34.3309,135.3617,市,はびきの
阪南市,,Hannan,34.2114,135.142,市,はんなん
東大阪市,,Higashiosaka,34.3953,135.3645,市,ひがしおおさか
枚方市,,Hirakata ,34.4812,135.3846,市,ひらかた
藤井寺市,,Fujiidera,34.342,135.355,市,ふじいでら
松原市,,Matsubara,34.3432,135.3316,市,まつばら
三島郡,,Mishima,34.5312,135.3646,郡,みしま
,島本町,Shimamoto,34.5412,135.3846,町,しまもと
南河内郡,,Minamikawachi,34.2512,135.3046,郡,みなみかわち
,河南町,Kanan,34.2904,135.3721,町,かなん
,太子町,Taishi,34.3058,135.3829,町,たいし
,千早赤阪村,Chihayaakasaka,34.273,135.3656,村,ちはやあかさか
,美原町,Mihara,34.3212,135.3346,町,みはら
箕面市,,Mino,34.4912,135.2846,市,みのお
守口市,,Moriguchi,34.4412,135.3346,市,もりぐち
八尾市,,Yao,34.3727,135.3626,市,やお
