<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
<STATE>Gunma,10
吾妻郡,,Agatsuma,36.3912,138.4347,郡,あがつま
,吾妻町,Agatsuma,36.3417,138.493,町,あがつま
,東村,Azuma,36.3304,138.5427,村,あずま
,草津町,Kusatsu,36.3716,138.3545,町,くさつ
,六合村,Kuni,36.3551,138.374,村,くに
,高山村,Takayama,36.3714,138.5636,村,たかやま
,嬬恋村,Tumagoi,36.3101,138.3147,村,つまごい
,中之条町,Nakanojo,36.3524,138.5027,町,なかのじょう
,長野原町,Naganohara,36.3309,138.3814,町,ながのはら
安中市,,Annaka,36.1935,138.5314,市,あんなか
伊勢崎市,,Isesaki,36.1841,139.1146,市,いせさき
碓氷郡,,Usui,36.1912,138.4047,郡,うすい
,松井田町,Matsuida,36.1853,138.4724,町,まついだ
邑楽郡,,Oura,36.1511,139.2847,郡,おうら
,板倉町,Itakura,36.1322,139.3636,町,いたくら
,邑楽町,Oura,36.155,139.2802,町,おうら
,大泉町,Oizumi,36.1452,139.2417,町,おおいずみ
,千代田町,Chiyoda,36.1303,139.2632,町,ちよだ
,明和町,Meiwa,36.1231,139.3206,町,めいわ
太田市,,Ota,36.1729,139.2233,市,おおた
甘楽郡,,Kanra,36.1212,138.4247,郡,かんら
,甘楽町,Kanra,36.1434,138.5517,町,かんら
,下仁田町,Shimonita,36.1245,138.4719,町,しもにた
,南牧村,Nanmoku,36.0927,138.4239,村,なんもく
,妙義町,Myogi,36.1711,138.4857,町,みょうぎ
北群馬郡,,Kitagunma,36.3112,138.5148,郡,きたぐんま
,伊香保町,Ikaho,36.3,138.5507,町,いかほ
,小野上村,Onogami,36.3251,138.5614,村,おのがみ
,子持村,Komochi,36.3111,139.0029,村,こもち
,榛東村,Shinto,36.2624,138.5851,村,しんとう
,吉岡町,Yoshioka,36.2651,139.0035,町,よしおか
桐生市,,Kiryu,36.2419,139.1949,市,きりゅう
群馬郡,,Gunma,36.2512,138.5247,郡,ぐんま
,倉淵村,Kurabuchi,36.2531,138.4733,村,くらぶち
,群馬町,Gunma,36.2354,138.5959,町,ぐんま
,榛名町,Haruna,36.2306,138.5253,町,はるな
,箕郷町,Misato,36.2331,138.5721,町,みさと
佐波郡,,Sawa,36.2212,139.0948,郡,さわ
,赤堀町,Akabori,36.2248,139.134,町,あかぼり
,東村,Azuma,36.2038,139.1446,村,あずま
,境町,Sakai,36.1639,139.1454,町,さかい
,玉村町,Tamamura,36.1817,139.0653,町,たまむら
渋川市,,Shibukawa,36.2923,139.0002,市,しぶかわ
勢多郡,,Seta,36.2812,138.5647,郡,せた
,赤城村,Akagi,36.3204,139.0206,村,あかぎ
,東村,Azuma,36.3121,139.1835,村,あずま
,大胡町,Ogo,36.2503,139.0927,町,おおご
,粕川村,Kasukawa,36.2452,139.1237,村,かすかわ
,北橘村,Kitatachibana,36.285,139.0232,村,きたたちばな
,黒保根村,Krohone,36.3005,139.1701,村,くろほね
,新里村,Nisato,36.2512,139.1423,村,にいさと
,富士見村,Fujimi,36.2718,139.0429,村,ふじみ
,宮城村,Miyagi,36.2619,139.1038,村,みやぎ
高崎市,,Takasaki,36.1931,139.0012,市,たかさき
館林市,,Tatebayashi,36.1442,139.3232,市,たてばやし
多野郡,,Tano,36.1212,138.5547,郡,たの
,上野村,Ueno,36.05,138.4636,村,うえの
,鬼石町,Onishi,36.0937,139.0339,町,おにし
,神流町,Kanna,36.0658,138.5459,町,かんな
,新町,Shin,36.1638,139.0647,町,しん
,吉井町,Yoshii,36.1514,138.5919,町,よしい
利根郡,,Tone,36.4511,139.0747,郡,とね
,片品村,Katashina,36.4621,139.1329,村,かたしな
,川場村,Kawaba,36.4141,139.0622,村,かわば
,昭和村,Showa,36.3824,139.0355,村,しょうわ
,白沢村,Shirasawa,36.3944,139.0805,村,しらさわ
,月夜野町,Tsukiyono,36.4048,138.5954,町,つきよの
,利根村,Tone,36.4152,139.1235,村,とね
,新治村,Niharu,36.4107,138.5529,村,にいはる
,水上町,Minamikami,36.4657,138.5803,町,みなかみ
富岡市,,Tomioka,36.1536,138.5323,市,とみおか
新田郡,,Nitta,36.2112,139.1947,郡,にった
,尾島町,Ojima,36.1545,139.1804,町,おじま
,笠懸町,Kasakake,36.2341,139.1651,町,かさかけ
,新田町,Nitta,36.1806,139.1751,町,にった
,藪塚本町,Yabuzukahon,36.2131,139.1751,町,やぶづかほん
沼田市,,Numata,36.3846,139.0237,市,ぬまた
藤岡市,,Fujioka,36.1531,139.0426,市,ふじおか
前橋市,,Maebashi,36.2322,139.0347,市,まえばし
山田郡,,Yamada,36.2812,139.1747,郡,やまだ
,大間々町,Omama,36.2601,139.162,町,おおまま
