<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
<STATE>Okayama,33
英田郡,,Aida,35.0312,134.1546,郡,あいだ
,英田町,Aida,34.562,134.0802,町,あいだ
,大原町,Ohara,35.0642,134.1915,町,おおはら
,作東町,Sakuto,35.005,134.134,町,さくとう
,西粟倉村,Nishiawakura,35.1032,134.2018,村,にしあわくら
,東粟倉村,Higashiawakura,35.0832,134.2131,村,ひがしあわくら
,美作町,Mimasaka,35.0038,134.0857,町,みまさか
赤磐郡,,Akaiwa,34.4512,134.0046,郡,あかいわ
,赤坂町,Akasaka,34.4712,134.0046,町,あかさか
,熊山町,Kumayama,34.472,134.0552,町,くまやま
,山陽町,Sanyo,34.4522,134.0123,町,さんよう
,瀬戸町,Seto,34.4409,134.0219,町,せと
,吉井町,Yoshii,34.5459,134.054,町,よしい
浅口郡,,Asakuchi,34.3012,133.3745,郡,あさくち
,鴨方町,Kamogata,34.3206,133.3511,町,かもがた
,金光町,Konko,34.324,133.373,町,こんこう
,里庄町,Satosho,34.305,133.3318,町,さとしょう
,船穂町,Funaho,34.3518,133.4214,町,ふなほ
,寄島町,Yorishima,34.2841,133.3518,町,よりしま
阿哲郡,,Atetsu,35.0112,133.2545,郡,あてつ
,大佐町,Osa ,35.0512,133.3245,町,おおさ
,神郷町,Shingo,34.5915,133.2346,町,しんごう
,哲西町,Tessei,34.5559,133.2015,町,てっせい
,哲多町,Tetsuta,34.555,133.2712,町,てつた
井原市,,Ibara,34.3541,133.2752,市,いばら
岡山市,,Okayama,34.3911,133.5519,市,おかやま
邑久郡,,Oku,34.3912,134.0346,郡,おく
,牛窓町,Ushimado,34.3712,134.0846,町,うしまど
,邑久町,Oku,34.394,134.0522,町,おく
,長船町,Osafune,34.4208,134.0615,町,おさふね
小田郡,,Oda,34.3712,133.2745,郡,おだ
,美星町,Bisei,34.4055,133.3252,町,びせい
,矢掛町,Yakage,34.3708,133.3519,町,やかげ
笠岡市,,Kasaoka,34.3027,133.303,市,かさおか
勝田郡,,Katsuta,35.0512,134.1046,郡,かつた
,勝田町,Katsuta,35.0413,134.111,町,かつた
,勝央町,Shoo,35.0214,134.0612,町,しょうおう
,勝北町,Shoboku ,35.0612,134.0646,町,しょうぼく
,奈義町,Nagi,35.0712,134.1046,町,なぎ
川上郡,,Kawakami,34.4412,133.2945,郡,かわかみ
,川上町,Kawakami,34.4355,133.2843,町,かわかみ
,成羽町,Nariwa,34.4622,133.3219,町,なりわ
,備中町,Bicchu,34.465,133.2724,町,びっちゅう
吉備郡,,Kibi,34.3912,133.3745,郡,きび
,真備町,Mabi,34.3729,133.4109,町,まび
久米郡,,Kume,35.0012,133.5646,郡,くめ
,旭町,Asahi,34.5712,133.4946,町,あさひ
,久米町,Kume,35.0326,133.5353,町,くめ
,久米南町,Kumenan,34.554,133.5716,町,くめなん
,中央町,Chuo,34.5913,133.5727,町,ちゅうおう
,柵原町,Yanahara,34.5709,134.0307,町,やなはら
倉敷市,,Kurashiki,34.3457,133.4612,市,くらしき
児島郡,,Kojima,34.2812,133.4545,郡,こじま
,灘崎町,Nadasaki,34.3229,133.521,町,なださき
後月郡,,Shitsuki,34.4012,133.2845,郡,しつき
,芳井町,Yoshii,34.3737,133.2609,町,よしい
上房郡,,Jobo,34.5312,133.4245,郡,じょうぼう
,有漢町,Ukan,34.5341,133.3902,町,うかん
,賀陽町,Kayo,34.5134,133.4124,町,かよう
,北房町,Hokubo ,34.5727,133.3757,町,ほくぼう
総社市,,Soja,34.4007,133.4431,市,そうじゃ
高梁市,,Takahashi,34.4656,133.3625,市,たかはし
玉野市,,Tamano,34.2912,133.5546,市,たまの
都窪郡,,Tsukubo,34.3712,133.4645,郡,つくぼ
,清音村,Kiyone,34.3827,133.4413,村,きよね
,早島町,Hayashima,34.3534,133.4921,町,はやしま
,山手村,Yamate,34.3923,133.4609,村,やまて
津山市,,Tsuyama,35.0404,134.001,市,つやま
苫田郡,,Tomata,35.1012,133.5845,郡,とまた
,阿波村,Aba,35.1412,134.0646,村,あば
,奥津町,Okutsu,35.0759,133.5326,町,おくつ
,鏡野町,Kagamio,35.0458,133.5605,町,かがみの
,上斎原村,Kamisaibara,35.1712,133.5546,村,かみさいばら
,加茂町,Kamo,35.1012,134.0246,町,かも
,富村,Tomi,35.0914,133.5054,村,とみ
新見市,,Niimi ,34.5838,133.2802,市,にいみ
備前市,,Bizen ,34.4412,134.1146,市,びぜん
真庭郡,,Maniwa,35.0812,133.3245,郡,まにわ
,落合町,Ochiai ,35.0049,133.4504,町,おちあい
,勝山町,Katasuyama,35.0456,133.4126,町,かつやま
,川上村,Kawakami,35.1628,133.3826,村,かわかみ
,久世町,Kuse,35.0412,133.4445,町,くせ
,新庄村,Shinjo,35.1034,133.3409,村,しんじょう
,中和村,Chuka,35.154,133.4644,村,ちゅうか
,美甘村,Mikamo,35.0912,133.372,村,みかも
,八束村,Yatsuka,35.1656,133.4154,村,やつか
,湯原町,Yubara,35.1112,133.4345,町,ゆばら
御津郡,,Mitsu,34.4512,133.4846,郡,みつ
,加茂川町,Kamogawa,34.5136,133.4843,町,かもがわ
,建部町,Takebe,34.514,133.5357,町,たけべ
,御津町,Mitsu,34.4712,133.5546,町,みつ
和気郡,,Wake,34.4712,134.1046,郡,わけ
,佐伯町,Saeki,34.5212,134.0546,町,さえき
,日生町,Hinase ,34.4355,134.1606,町,ひなせ
,吉永町,Yoshinaga,34.4838,134.1226,町,よしなが
,和気町,Wake,34.4758,134.0923,町,わけ
