<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
<STATE>Hyogo,28
相生市,,Aioi,34.4812,134.2746,市,あいおい
明石市,,Akashi,34.383,135.0014,市,あかし
赤穂市,,Ako,34.4501,134.231,市,あこう
赤穂郡,,Ako,34.4912,134.1846,郡,あこう
,上郡町,Kamigori,34.521,134.212,町,かみごおり
朝来郡,,Asago,35.1712,134.4246,郡,あさご
,朝来町,Asago,35.1427,134.474,町,あさご
,生野町,Ikuno,35.0945,134.4728,町,いくの
,山東町,Santo,35.1845,134.5253,町,さんとう
,和田山町,Wadayama,35.2011,134.511,町,わだやま
芦屋市,,Ashiya,34.4328,135.1823,市,あしや
尼崎市,,Amagasaki,34.4359,135.2433,市,あまがさき
出石郡,,Izushi,35.2612,134.5446,郡,いずし
,出石町,Izushi,35.273,134.523,町,いずし
,但東町,Tanto,35.2812,134.5646,町,たんとう
伊丹市,,Itami,34.47,135.2338,市,いたみ
揖保郡,,Ibo,34.5212,134.2845,郡,いぼ
,揖保川町,Ibogawa,34.4945,134.3222,町,いぼがわ
,新宮町,Shingu ,34.5513,134.3307,町,しんぐう
,太子町,Taishi,34.4712,134.3346,町,たいし
,御津町,Mitsu,34.4612,134.3246,町,みつ
小野市,,Ono,34.5012,134.5546,市,おの
加古郡,,Kako ,34.4312,134.5246,郡,かこ
,稲美町,Inami,34.4424,134.5443,町,いなみ
,播磨町,Harima,34.4254,134.5135,町,はりま
加古川市,,Kakogawa,34.4527,134.5029,市,かこがわ
加西市,,Kasai,34.5551,134.4958,市,かさい
加東郡,,Kato,34.5312,134.5446,郡,かとう
,滝野町,Takino,34.5617,134.5739,町,たきの
,東条町,Tojo ,34.5412,135.0346,町,とうじょう
,社町,Yashiro,34.5447,134.5805,町,やしろ
川西市,,Kawanishi,34.4912,135.2246,市,かわにし
川辺郡,,Kawabe,34.5533,135.1704,郡,かわべ
,猪名川町,Inagawa,34.532,135.1735,町,いながわ
神崎郡,,Kanzaki,35.0012,134.4246,郡,かんざき
,市川町,Ichikawa,34.5912,134.4546,町,いちかわ
,大河内町,Okawachi,35.0356,134.4357,町,おおかわち
,神崎町,Kanzaki,35.0353,134.4632,町,かんざき
,香寺町,Kodera,34.5412,134.4346,町,こうでら
,福崎町,Fukusaki,34.5612,134.4446,町,ふくさき
城崎郡,,Kinosaki,35.3312,134.4246,郡,きのさき
,香住町,Kasumi,35.3825,134.3724,町,かすみ
,城崎町,KInosaki,35.3728,134.481,町,きのさき
,竹野町,Takeno,35.3855,134.4532,町,たけの
,日高町,Hidaka ,35.2759,134.4653,町,ひだか
神戸市,,Kobe,34.4124,135.1138,市,こうべ
,北区,Kita,34.4512,135.0946,区,きた
,須磨区,Suma,34.3905,135.0748,区,すま
,垂水区,Tarumi,34.3733,135.0341,区,たるみ
