<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
,中央区,Chuo,34.4129,135.1208,区,ちゅうおう
,長田区,Nagata,34.4012,135.0746,区,ながた
,灘区,Nada,34.4245,135.1342,区,なだ
,西区,Nishi,34.4118,134.5826,区,にし
,東灘区,Higashinada,34.4253,135.1538,区,ひがしなだ
,兵庫区,Hyogo,34.4112,135.0946,区,ひょうご
篠山市,,Sasayama,35.0428,135.1316,市,ささやま
佐用郡,,Sayo,34.5712,134.1945,郡,さよう
,上月町,Kozuki ,34.59,134.1918,町,こうづき
,佐用町,Sayo,35.0006,134.2108,町,さよう
,南光町,Nanko,34.5905,134.2327,町,なんこう
,三日月町,Mikazuki,34.5848,134.2625,町,みかづき
三田市,,Sanda,34.5314,135.1317,市,さんだ
飾磨郡,,Shikama,34.4512,134.3145,郡,しかま
,家島町,Ieshima,34.4026,134.3146,町,いえしま
,夢前町,Yumesaki,34.5756,134.4119,町,ゆめさき
宍粟郡,,Shiso,35.0212,134.2946,郡,しそう
,一ノ宮町,Ichinomiya,35.0607,134.351,町,いちのみや
,千種町,Chikusa ,35.1012,134.2746,町,ちくさ
,波賀町,Haga,35.1012,134.3246,町,はが
,安富町,Yasutomi,34.5845,134.3611,町,やすとみ
,山崎町,Yamasaki,35.0012,134.3145,町,やまさき
洲本市,,Sumoto,34.2016,134.5351,市,すもと
多可郡,,Taka,35.0312,134.5046,郡,たか
,加美町,Kami,35.0607,134.5358,町,かみ
,黒田庄町,Kurodasho,35.0122,134.5918,町,くろだしょう
,中町,Naka,35.0301,134.5532,町,なか
,八千代町,Yachiyo,35.0038,134.5403,町,やちよ
高砂市,,Takasago,34.4553,134.4735,市,たかさご
宝塚市,,Takarazuka,34.4749,135.2127,市,たからづか
多紀郡,,Taki ,34.5712,135.1046,郡,たき
龍野市,,Tatsuno,34.513,134.3243,市,たつの
津名郡,,Tsuna,34.3012,134.5246,郡,つな
,淡路町,Awaji,34.3501,135.0052,町,あわじ
,一宮町,Ichinomiya,34.2818,134.5043,町,いちのみや
,五色町,Goshiki ,34.2434,134.4638,町,ごしき
,津名町,Tsuna,34.2615,134.5403,町,つな
,東浦町,Higashiura,34.3144,134.5921,町,ひがしうら
,北淡町,Hokudan,34.3242,134.5544,町,ほくだん
豊岡市,,Toyooka,35.3231,134.4921,市,とよおか
西宮市,,Nishinomiya,34.4406,135.2024,市,にしのみや
西脇市,,Nishiwaki,34.5911,134.5753,市,にしわき
氷上郡,,Hikami ,35.0712,134.5846,郡,ひかみ
,青垣町,Aogaki,35.1413,135.002,町,あおがき
,市島町,Ichijima,35.1217,135.0748,町,いちじま
,柏原町,Kaibara,35.0731,135.0459,町,かいばら
,春日町,Kasuga,35.1,135.0551,町,かすが
,山南町,Sannan,35.0425,135.0226,町,さんなん
,氷上町,Hikami ,35.1029,135.0136,町,ひかみ
姫路市,,Himeji,34.483,134.4101,市,ひめじ
美方郡,,Mikata,35.3012,134.2946,郡,みかた
,温泉町,Onsen,35.3313,134.2913,町,おんせん
,浜坂町,Hamasaka,35.3728,134.2649,町,はまさか
,美方町,Mikata,35.2713,134.3158,町,みかた
,村岡町,Mraoka,35.2818,134.3532,町,むらおか
三木市,,Miki,34.4729,134.5852,市,みき
美嚢郡,,Mino,34.5112,135.0646,郡,みのう
,吉川町,Yokawa ,34.5312,135.0746,町,よかわ
三原郡,,Mihara,34.1512,134.4646,郡,みはら
,西淡町,Seidan,34.1907,134.435,町,せいだん
,南淡町,Nandan,34.1528,134.4318,町,なんだん
,緑町,Midori,34.1901,134.4945,町,みどり
,三原町,Mihara,34.1659,134.4554,町,みはら
養父市,,Yabu,35.2223,134.4655,市,やぶ
