<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
<STATE>Saga,41
伊万里市,,Imari,33.1529,129.5241,市,いまり
小城郡,,Ogi,33.1613,130.0844,郡,おぎ
,芦刈町,Ashikari,33.131,130.1223,町,あしかり
,牛津町,Ushizu,33.1452,130.1148,町,うしづ
,小城町,Ogi,33.1728,130.1151,町,おぎ
,三日月町,Mikatsuki,33.1613,130.1244,町,みかつき
鹿島市,,Kashima,33.06,130.0605,市,かしま
唐津市,,Karatsu,33.2701,129.581,市,からつ
神崎郡,,Kanzaki,33.2113,130.1844,郡,かんざき
,神崎町,Kanzaki,33.1823,130.2155,町,かんざき
,背振村,Sefuri,33.2217,130.1928,村,せふり
,千代田町,Chiyoda,33.161,130.2222,町,ちよだ
,東背振村,Hiashisefuri,33.2047,130.2348,村,ひがしせふり
,三田川町,Mitagawa,33.19,130.2408,町,みたがわ
,三瀬村,Mitsuse,33.2553,130.1628,村,みつせ
杵島郡,,Kishima,33.1413,129.5844,郡,きしま
,有明町,Ariake,33.0913,130.074,町,ありあけ
,大町町,Omachi,33.13,130.0707,町,おおまち
,北方町,Kitagata,33.1254,130.0326,町,きたがた
,江北町,Kohoku ,33.1316,130.0933,町,こうほく
,白石町,Shiroishi,33.1051,130.0822,町,しろいし
,福富町,Fukutomi ,33.1051,130.111,町,ふくとみ
,山内町,Yamauchi,33.1213,129.5644,町,やまうち
佐賀郡,,Saga,33.1413,130.1744,郡,さが
,川副町,Kawasoe,33.1118,130.19,町,かわそえ
,久保田町,Kubota,33.1339,130.1423,町,くぼた
,東与賀町,Higashiyoka,33.1203,130.1729,町,ひがしよか
,富士町,Fuji,33.2205,130.1242,町,ふじ
,諸富町,Morodoe,33.1339,130.2103,町,もろどみ
,大和町,Yamato,33.1813,130.1643,町,やまと
佐賀市,,Saga,33.1546,130.1808,市,さが
多久市,,Taku,33.1716,130.0633,市,たく
武雄市,,Takeo,33.1146,130.0139,市,たけお
鳥栖市,,Tosu,33.2213,130.2944,市,とす
西松浦郡,,Nishimatsuura,33.1013,129.4944,郡,にしまつうら
,有田町,Arita,33.1111,129.5301,町,ありた
,西有田町,Nishiarita,33.123,129.5038,町,にしありた
東松浦郡,,Higashimatsuura,33.3013,129.4944,郡,ひがしまつうら
,相知町,Ouchi,33.2053,130.0117,町,おうち
,北波多村,Kitahata,33.2213,129.5644,村,きたはた
,厳木町,Kyuragi,33.1856,130.0342,町,きゅうらぎ
,玄海町,Genkai ,33.2831,129.5226,町,げんかい
,鎮西町,Chinzei,33.3126,129.5229,町,ちんぜい
,七山村,Nanayama,33.262,130.0647,村,ななやま
,浜玉町,Hamatama,33.2711,130.0233,町,はまたま
,肥前町,Hizen,33.2638,129.4842,町,ひぜん
,呼子町,Yobuko ,33.3215,129.531,町,よぶこ
藤津郡,,Fujitsu,33.0213,130.0244,郡,ふじつ
,嬉野町,Ureshino,33.0544,129.5902,町,うれしの
,塩田町,Shiota,33.0728,130.0334,町,しおた
,太良町,Tara,33.0124,130.1038,町,たら
三養基郡,,Miyama,33.2413,130.2644,郡,みやき
,上峰町,Kamimine,33.1904,130.2545,町,かみみね
,北茂安町,Kitashigeyasu,33.1907,130.2754,町,きたしげやす
,基山町,Kiyama,33.2513,130.3044,町,きやま
,中原町,Nakabaru,33.2035,130.2633,町,なかばる
,三根町,Mine,33.1734,130.2539,町,みね
