<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
<STATE>Fukui,18
足羽郡,,Asuwa,35.5911,136.2046,郡,あすわ
,美山町,Miyama,35.5938,136.215,町,みやま
あわら市,,Awara,36.1311,136.1219,市,あわら
今立郡,,Imadate,35.5311,136.1746,郡,いまだて
,池田町,Ikeda,35.5316,136.2045,町,いけだ
,今立町,Imadate,35.5459,136.151,町,いまだて
大飯郡,,Oi,35.2512,135.3346,郡,おおい
,大飯町,Oi,35.284,135.3728,町,おおい
,高浜町,Takahama,35.2918,135.3256,町,たかはま
大野郡,,Ono,35.5411,136.3746,郡,おおの
,和泉村,Izumi,35.5418,136.4013,村,いずみ
大野市,,Ono,35.5828,136.2904,市,おおの
遠敷郡,,Onyu,35.2612,135.4646,郡,おにゅう
,上中町,Kaminaka,35.2729,135.5132,町,かみなか
,名田庄村,Natasho,35.2405,135.4047,村,なたしょう
小浜市,,Obama,35.2938,135.4505,市,おばま
勝山市,,Katsuyama,36.0313,136.3007,市,かつやま
坂井郡,,Sakai,36.0911,136.0846,郡,さかい
,坂井町,Sakai,36.0948,136.1316,町,さかい
,春江町,Harue,36.075,136.1256,町,はるえ
,丸岡町,Maruoka,36.084,136.1613,町,まるおか
,三国町,Mikuni,36.1256,136.0913,町,みくに
鯖江市,,Sabae,35.5703,136.1052,市,さばえ
武生市,,Takefu,35.5403,136.1011,市,たけふ
敦賀市,,Tsuruga,35.3813,136.0327,市,つるが
南条郡,,Nanjo,35.4612,136.0746,郡,なんじょう
,今庄町,Imajo,35.4605,136.1207,町,いまじょう
,河野村,Kono,35.4924,136.0419,村,こうの
,南条町,Nanjo,35.4957,136.1149,町,なんじょう
丹生郡,,Nyu,36.0011,136.0446,郡,にゅう
,朝日町,Asahi,35.5845,136.0804,町,あさひ
,越前町,Echizen,35.5621,135.5923,町,えちぜん
,織田町,Ota,35.5714,136.032,町,おた
,越廼村,Koshino,36.0223,136.0049,村,こしの
,清水町,Shimizu,36.0136,136.0831,町,しみず
,宮崎村,Miyazaki,35.5624,136.0428,村,みやざき
福井市,,Fukui,36.0349,136.1306,市,ふくい
三方郡,,Mikata,35.3412,135.5946,郡,みかた
,三方町,Mikata,35.3213,135.5414,町,みかた
,美浜町,Mihama,35.3607,135.5642,町,みはま
吉田郡,,Yoshida,36.0312,136.1746,郡,よしだ
,永平寺町,Eiheiji,36.0537,136.2003,町,えいへいじ
,上志比村,Kamishihi,36.0427,136.2403,村,かみしひ
,松岡町,Matsuoka,36.0525,136.1805,町,まつおか
