<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
<STATE>Nagano,20
飯田市,,Iida,35.3053,137.4917,市,いいだ
飯山市,,Iiyama,36.5106,138.2153,市,いいやま
伊那市,,Ina,35.4939,137.5713,市,いな
上田市,,Ueda,36.2408,138.1455,市,うえだ
大町市,,Oyamachi,36.301,137.5101,市,おおまち
岡谷市,,Okaya,36.0402,138.0255,市,おかや
上伊那郡,,Kamiina,35.5011,138.0047,郡,かみいな
,飯島町,Iijima,35.4042,137.5529,町,いいじま
,高遠町,Takato,35.5015,138.0327,町,たかとう
,辰野町,Tatsuno,35.5857,137.5912,町,たつの
,中川村,Nakagawa,35.3804,137.5643,村,なかがわ
,長谷村,Hase,35.4732,138.0504,村,はせ
,南箕輪村,Minamiminokawa,35.5222,137.5829,村,みなみみのわ
,箕輪町,Minowa,35.5454,137.5853,町,みのわ
,宮田村,Miyata,35.4609,137.5638,村,みやた
上高井郡,,Kamitakai,36.4111,138.2047,郡,かみたかい
,小布施町,Obuse,36.4152,138.1842,町,おぶせ
,高山村,Takayama,36.4047,138.2147,村,たかやま
上水内郡,,Kamiminochi,36.3611,137.5747,郡,かみみのち
,小川村,Ogawa,36.3702,137.5826,村,おがわ
,鬼無里村,Kinasa,36.4053,138.0009,村,きなさ
,三水村,Samizu,36.4603,138.1505,村,さみず
,信濃町,Shinano,36.4823,138.1223,町,しなの
,信州新町,Shinshushin,36.3403,138.0022,町,しんしゅうしん
,戸隠村,Togakushi,36.4207,138.0519,村,とがくし
,豊野町,Toyono,36.4245,138.1647,町,とよの
,中条村,Nakajo,36.3645,138.021,村,なかじょう
,牟礼村,Mure,36.4517,138.1407,村,むれ
木曽郡,,Kiso,35.4912,137.3747,郡,きそ
,上松町,Agematsu,35.4703,137.4137,町,あげまつ
,大桑村,Okuwa,35.4059,137.3952,村,おおくわ
,王滝村,Otaki,35.4833,137.3302,村,おおたき
,開田村,Kaida,35.5628,137.36,村,かいだ
,木祖村,Kiso,35.5611,137.4658,村,きそ
,木曽福島町,Kisofukushima,35.5059,137.4152,町,きそふくしま
,南木曽町,Nagiso,35.3614,137.3629,町,なぎそ
,楢川村,Narakawa,35.5902,137.5006,村,ならかわ
,日義村,Hiyoshi,35.5239,137.4518,村,ひよし
,三岳村,Mitake,35.5047,137.3732,村,みたけ
,山口村,Yamaguchi,35.3327,137.3237,村,やまぐち
北安曇郡,,Kitaazumi,36.3312,137.4847,郡,きたあずみ
,池田町,Ikeda,36.2517,137.5227,町,いけだ
,小谷村,Otari,36.4644,137.5428,村,おたり
,白馬村,Hakuba,36.4154,137.5141,村,はくば
,松川村,Matsukawa,36.2528,137.5115,村,まつかわ
,美麻村,Miasa,36.3426,137.5326,村,みあさ
,八坂村,Yasaka,36.292,137.5432,村,やさか
北佐久郡,,Kitasaku,36.1711,138.2847,郡,きたさく
,浅科村,Asashina,36.1629,138.2416,村,あさしな
,軽井沢町,Karuizawa,36.2055,138.3548,町,かるいざわ
,立科町,Tateshina,36.162,138.1856,町,たてしな
,御代田町,Miyota,36.1917,138.303,町,みよた
,望月町,Mochizuki,36.1553,138.2143,町,もちづき
駒ヶ根市,,Komagane,35.4344,137.56,市,こまがね
小諸市,,Koromo,36.1936,138.2532,市,こもろ
佐久市,,Saku,36.1456,138.2835,市,さく
更級郡,,Sarashina,36.2911,138.0347,郡,さらしな
,大岡村,Ooka,36.3023,137.5916,村,おおおか
塩尻市,,Shiojiri,36.0654,137.571,市,しおじり
下伊那郡,,Shimoina,35.2812,137.5347,郡,しもいな
,阿智村,Achi,35.2638,137.4449,村,あち
,阿南町,Anan,35.1924,137.4856,町,あなん
,売木村,Urugi,35.1617,137.4238,村,うるぎ
,大鹿村,Oshika,35.3443,138.0159,村,おおしか
,上村,Kami,35.2313,137.5807,村,かみ
,下條村,Shimojo,35.2351,137.4707,村,しもじょう
,清内路村,Seinaiji,35.2923,137.4206,村,せいないじ
,喬木村,Takagi,35.305,137.5224,村,たかぎ
,高森町,Takamori,35.3306,137.5241,町,たかもり
,天龍村,Tenryu,35.1635,137.5113,村,てんりゅう
,豊丘村,Toyooka,35.3306,137.5344,村,とよおか
,浪合村,Namiai,35.2228,137.4124,村,なみあい
,根羽村,Neba,35.1511,137.3449,村,ねば
,平谷村,Hiraya,35.1913,137.3745,村,ひらや
,松川町,Matsukawa,35.355,137.5433,町,まつかわ
,南信濃村,Kamishinano,35.1911,137.5602,村,みなみしなの
,泰阜村,Yasuoka,35.2239,137.5044,村,やすおか
下高井郡,,Shimotakai,36.4911,138.2647,郡,しもたかい
,木島平村,Kijimadaira,36.513,138.2423,村,きじまだいら
,野沢温泉村,Nozawaonsen,36.5522,138.2624,村,のざわおんせん
,山ノ内町,Yamanouchi,36.4441,138.2442,町,やまのうち
下水内郡,,Shimonomichi,36.4812,138.1647,郡,しもみのち
,栄村,Sakae,36.5915,138.3437,村,さかえ
,豊田村,Toyota,36.4613,138.1921,村,とよた
須坂市,,Suzaka,36.3905,138.1823,市,すざか
諏訪市,,Suwa,36.022,138.0648,市,すわ
諏訪郡,,Suwa,35.5812,138.0847,郡,すわ
,下諏訪町,Shimosuwa,36.0411,138.0446,町,しもすわ
,原村,Hara,35.5751,138.1301,村,はら
,富士見町,Fujimi,35.5452,138.1426,町,ふじみ
小県郡,,Chiisagata,36.2512,138.1147,郡,ちいさがた
,青木村,Aoki,36.2212,138.0739,村,あおき
,真田町,Sanada,36.2626,138.1812,町,さなだ
,武石村,Takeshi,36.1701,138.1347,村,たけし
,長門町,Nagato,36.1522,138.1602,町,ながと
,丸子町,Maruko,36.1926,138.1611,町,まるこ
,和田村,Wada,36.1228,138.1244,村,わだ
千曲市,,Chikuma,36.3202,138.071,市,ちくま
茅野市,,Chino,35.5945,138.093,市,ちの
東御市,,Tomi,36.2135,138.1947,市,とうみ
中野市,,Nakano,36.4432,138.2208,市,なかの
長野市,,Nagano,36.3856,138.1137,市,ながの
埴科郡,,Hanishina,36.3012,138.1247,郡,はにしな
,坂城町,Sakakita,36.2743,138.1047,町,さかき
東筑摩郡,,Higashichikuma,36.2411,137.5447,郡,ひがしちくま
,明科町,Akashina,36.2123,137.5542,町,あかしな
,朝日村,Asahi,36.0725,137.5156,村,あさひ
,生坂村,Ikusaka,36.2531,137.5537,村,いくさか
,麻績村,Omi,36.2723,138.024,村,おみ
,坂井村,Sakai,36.27,138.0404,村,さかい
,坂北村,Sakakita,36.2535,138.0053,村,さかきた
,四賀村,Shiga,36.2057,137.593,村,しが
,波田町,Hata,36.1204,137.512,町,はた
,本城村,Honjo,36.2409,138.0041,村,ほんじょう
,山形村,Yamagata,36.1006,137.5243,村,やまがた
松本市,,Matsumoto,36.1416,137.5817,市,まつもと
南安曇郡,,Minamiazumi,36.1912,137.4547,郡,みなみあずみ
,梓川村,Azusagawa,36.1326,137.5202,村,あずさがわ
,安曇村,Azumi,36.1058,137.4703,村,あずみ
,豊科町,Toyoshina,36.1754,137.5423,町,とよしな
,奈川村,Nagawa,36.0515,137.4047,村,ながわ
,穂高町,Hotaka,36.2018,137.5309,町,ほたか
,堀金村,Horigane,36.1742,137.5232,村,ほりがね
,三郷村,Misato,36.1539,137.533,村,みさと
南佐久郡,,Minamisaku,36.0611,138.2347,郡,みなみさく
,臼田町,Usuda,36.1146,138.2843,町,うすだ
,川上村,Kawakami,35.5831,138.3441,村,かわかみ
,北相木村,Kitaaiki,36.0334,138.3302,村,きたあいき
,小海町,Koumi,36.0536,138.2858,町,こうみ
,佐久町,Saku,36.094,138.2858,町,さく
,南相木村,Minamiaiki,36.0209,138.3248,村,みなみあいき
,南牧村,Minamimaki,36.0116,138.293,村,みなみまき
,八千穂村,Yachiho,36.0833,138.2817,村,やちほ
