<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
菊池郡,,Kikuchi ,32.5612,130.4344,郡,きくち
,大津町,Ozu,32.523,130.523,町,おおづ
,菊陽町,Kikuyo,32.5148,130.5,町,きくよう
,旭志村,Kyokushi ,32.5639,130.515,村,きょくし
,合志町,Koshi,32.5313,130.4845,町,こうし
,泗水町,Shisui ,32.5517,130.4731,町,しすい
,七城町,Shichijo ,32.5745,130.4553,町,しちじょう
,西合志町,Nishigoshi ,32.5244,130.4439,町,にしごうし
球磨郡,,Kuma ,32.1913,130.5045,郡,くま
,あさぎり町,Asagiri ,32.1426,130.5354,町,あさぎり
,五木村,Itsuki,32.2338,130.4954,村,いつき
,球磨村,Kuma ,32.1531,130.3844,村,くま
,相良村,Sagara ,32.1355,130.4811,村,さがら
,多良木町,Taragi ,32.1545,130.5623,町,たらぎ
,錦町,Nishiki ,32.1208,130.5042,町,にしき
,水上村,Mizukami ,32.1853,131.0045,村,みずかみ
,山江村,Yamae ,32.1432,130.4626,村,やまえ
,湯前町,Yunomae ,32.1635,130.5846,町,ゆのまえ
熊本市,,Kumamoto ,32.4813,130.4244,市,くまもと
下益城郡,,Shimomashiki ,32.4113,130.4344,郡,しもましき
,小川町,Ogawa ,32.3534,130.424,町,おがわ
,城南町,Jonan,32.4213,130.4344,町,じょうなん
,中央町,Chuo ,32.3813,130.4744,町,ちゅうおう
,富合町,Tomiai ,32.4304,130.4041,町,とみあい
,砥用町,Tomochi ,32.3713,130.5145,町,ともち
,豊野町,Toyono ,32.3804,130.4521,町,とよの
,松橋町,Matsubase ,32.3813,130.4129,町,まつばせ
玉名市,,Tamana ,32.5531,130.3347,市,たまな
玉名郡,,Tamana ,32.5813,130.3244,郡,たまな
,菊水町,Kikusui ,32.5813,130.3644,町,きくすい
,玉東町,Gyokuto,32.5509,130.3813,町,ぎょくとう
,岱明町,Taimei,32.5458,130.3039,町,たいめい
,天水町,Tensui ,32.5131,130.3522,町,てんすい
,長洲町,Nagasu ,32.5529,130.2729,町,ながす
,南関町,Nankan ,33.0335,130.3229,町,なんかん
,三加和町,Mikawa ,33.0325,130.3741,町,みかわ
,横島町,Yokoshima,32.5227,130.3334,町,よこしま
人吉市,,Hitoyoshi ,32.1213,130.4544,市,ひとよし
本渡市,,Hondo ,32.2723,130.1135,市,ほんど
水俣市,,Minamata ,32.1233,130.2432,市,みなまた
八代市,,Yatsushiro,32.3007,130.3553,市,やつしろ
八代郡,,Yatsushiro ,32.2913,130.3744,郡,やつしろ
,泉村,Izumi ,32.3254,130.4811,村,いずみ
,鏡町,Kagami,32.3336,130.3943,町,かがみ
,坂本村,Sakamoto ,32.2624,130.3926,村,さかもと
,千丁町,Sencho,32.3209,130.3755,町,せんちょう
,東陽村,Toyo ,32.322,130.4316,村,とうよう
,宮原町,Miyahara ,32.3256,130.4109,町,みやはら
,竜北町,Ryuhoku ,32.3449,130.405,町,りゅうほく
山鹿市,,Yamaga ,33.0113,130.4244,市,やまが
