<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
<STATE>Oita,44
宇佐郡,,Usa,33.2813,131.2045,郡,うさ
,安心院町,Ajimu ,33.2607,131.2137,町,あじむ
,院内町,Innai ,33.2508,131.1909,町,いんない
宇佐市,,Usa,33.3203,131.2054,市,うさ
臼杵市,,Usui ,33.0724,131.4817,市,うすき
大分郡,,Oita,33.1213,131.2145,郡,おおいた
,庄内町,Shonai ,33.1124,131.2553,町,しょうない
,野津原町,Notsuharu,33.0923,131.3216,町,のつはる
,挟間町,Hasama ,33.1203,131.3052,町,はさま
,湯布院町,Yufuin,33.1613,131.1944,町,ゆふいん
大分市,,Oita,33.1418,131.3649,市,おおいた
大野郡,,Ono,32.5913,131.3244,郡,おおの
,朝地町,Asaji,33.0013,131.2645,町,あさじ
,犬飼町,Inukai ,33.0416,131.3814,町,いぬかい
,大野町,Ono,33.0205,131.3014,町,おおの
,緒方町,Ogata ,32.5819,131.2818,町,おがた
,清川村,Kiyokawa ,32.5756,131.3056,村,きよかわ
,千歳村,Chitose ,33.0201,131.3547,村,ちとせ
,野津町,Notsu ,33.0258,131.4135,町,のつ
,三重町,Mie ,32.583,131.3514,町,みえ
北海部郡,,Kitaamabe,33.1213,131.4845,郡,きたあまべ
,佐賀関町,Saganoseki ,33.1444,131.523,町,さがのせき
杵築市,,Kitsuki,33.2437,131.3648,市,きつき
玖珠郡,,Kusu,33.1413,131.0845,郡,くす
,天瀬町,Amagase,33.1529,131.0117,町,あまがせ
,大山町,Oyama,33.1613,130.5745,町,おおやま
,上津江村,Kamitsue,33.0613,130.5844,村,かみつえ
,玖珠町,Kusu,33.1649,131.0838,町,くす
,九重町,Kokonoe ,33.1345,131.1109,町,ここのえ
,中津江村,Nakatsue,33.0751,130.5628,村,なかつえ
,日田郡,Hita ,33.1413,130.5745,郡,ひた
,前津江村,Maetsue,33.1229,130.5509,村,まえつえ
佐伯市,,Saiki ,32.5722,131.534,市,さいき
下毛郡,,Shimoge ,33.2713,131.1344,郡,しもげ
,三光村,Sanko ,33.3323,131.1141,村,さんこう
,本耶馬渓町,Honyabakei ,33.2937,131.101,町,ほんやばけい
,耶馬渓町,Yabakei ,33.2701,131.064,町,やばけい
,山国町,Yamakuni ,33.2406,131.0216,町,やまくに
竹田市,,Taketa,32.5816,131.2351,市,たけた
津久見市,,Tsukumi,33.0359,131.5154,市,つくみ
直入郡,,Naoiri,32.5913,131.1745,郡,なおいり
,荻町,Ogi ,32.5529,131.1749,町,おぎ
,久住町,Kuju,33.0113,131.1745,町,くじゅう
,直入町,Naoiri,33.0413,131.2244,町,なおいり
中津市,,Nakatsu,33.3547,131.1132,市,なかつ
西国東郡,,Nishikunisaki ,33.3512,131.3444,郡,にしくにさき
,大田村,Ota,33.2933,131.3329,村,おおた
,香々地町,Kakaji,33.3931,131.3148,町,かかぢ
,真玉町,Matama,33.362,131.2808,町,またま
速見郡,,Hayami ,33.2513,131.3045,郡,はやみ
,日出町,Hiji ,33.2159,131.3206,町,ひじ
,山香町,Yamaga ,33.2713,131.2944,町,やまが
東国東郡,,Higashikunisaki ,33.3313,131.3945,郡,ひがしくにさき
,安岐町,Aki,33.2813,131.4144,町,あき
,国東町,Kunisaki ,33.34,131.4344,町,くにさき
,国見町,Kunimi ,33.4031,131.3552,町,くにみ
,姫島村,Himeshima ,33.4334,131.3903,村,ひめしま
,武蔵町,Musahi ,33.3001,131.4304,町,むさし
日田市,,Hita,33.1923,130.5637,市,ひた
豊後高田市,,Bungotakada,33.3321,131.2649,市,ぶんごたかだ
別府市,,Beppu,33.1647,131.2925,市,べっぷ
南海部郡,,Minamiamabe,33.0113,131.4945,郡,みなみあまべ
,宇目町,Ume ,32.5156,131.3935,町,うめ
,蒲江町,Kamae,32.475,131.5535,町,かまえ
,上浦町,Kamiura ,33.0258,131.5545,町,かみうら
,鶴見町,Tsurumi,32.5651,131.5718,町,つるみ
,直川村,Naokawa ,32.5358,131.4642,村,なおかわ
,本匠村,Honjo ,32.5654,131.4712,村,ほんじょう
,弥生町,Yayoi ,32.5739,131.5012,町,やよい
,米水津村,Yonouzu,32.5523,131.5838,村,よのうづ
