<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
<STATE>Shiga,25
伊香郡,,Ika,35.3112,136.1046,郡,いか
,木之本町,Kinomoto,35.2953,136.1347,町,きのもと
,高月町,Takatsuki,35.2819,136.1406,町,たかつき
,西浅井町,Nishiazai,35.2938,136.0736,町,にしあざい
,余呉町,Yogo,35.3222,136.1213,町,よご
犬上郡,,Inukami,35.1512,136.1346,郡,いぬかみ
,甲良町,Kora,35.1159,136.155,町,こうら
,多賀町,Taga,35.1254,136.1742,町,たが
,豊郷町,Toyosato,35.1202,136.1315,町,とよさと
愛知郡,,Echi,35.1112,136.1846,郡,えち
,愛東町,Aito,35.0636,136.1602,町,あいとう
,愛知川町,Echigawa,35.1112,136.1146,町,えちがわ
,湖東町,Koto,35.0728,136.1455,町,ことう
,秦荘町,Hatasho,35.1012,136.1446,町,はたしょう
近江八幡市,,Omihachiman,35.0752,136.0611,市,おうみはちまん
大津市,,Otsu,35.0022,135.5229,市,おおつ
蒲生郡,,Gamo,35.0712,136.0746,郡,がもう
,安土町,Azuchi,35.08,136.0846,町,あづち
,蒲生町,Gamo,35.0312,136.1046,町,がもう
,日野町,Hino,35.0112,136.1446,町,ひの
,竜王町,Ryuo,35.0344,136.0713,町,りゅうおう
神崎郡,,Kanzaki,35.0812,136.2146,郡,かんざき
,永源寺町,Eigenji,35.0512,136.1946,町,えいげんじ
,五個荘町,Gokasho,35.0916,136.1101,町,ごかしょう
,能登川町,Notogawa,35.1104,136.0952,町,のとがわ
草津市,,Kusatsu,35.0047,135.5738,市,くさつ
栗太郡,,Kurita ,35.0312,135.5746,郡,くりた
甲賀郡,,Koka,35.0312,136.0346,郡,こうか
,石部町,Ishibe,35.0032,136.0311,町,いしべ
,甲賀町,Koka ,34.54,136.1313,町,こうか
,甲西町,Kosei,35.0012,136.0446,町,こうせい
,甲南町,Konan ,34.5522,136.101,町,こうなん
,信楽町,Shigaraki ,34.5234,136.0352,町,しがらき
,土山町,Tsuchiyama,34.5614,136.1713,町,つちやま
,水口町,Minakuchi,34.5804,136.1013,町,みなくち
坂田郡,,Sakata,35.2212,136.2046,郡,さかた
,伊吹町,Ibuki,35.2249,136.2237,町,いぶき
,近江町,Omi,35.2015,136.1814,町,おうみ
,山東町,Santo,35.213,136.221,町,さんとう
,米原町,Maihara,35.1912,136.1646,町,まいはら
滋賀郡,,Shiga,35.1412,135.5646,郡,しが
,志賀町,Shiga ,35.1219,135.5511,町,しが
高島郡,,Takashima,35.2512,135.5746,郡,たかしま
,安曇川町,Adogawa,35.1934,136.0059,町,あどがわ
,今津町,Imazu,35.2412,136.0146,町,いまづ
,朽木村,Kutsuki,35.2055,135.5515,村,くつき
,新旭町,Shinasahi,35.2052,136.0215,町,しんあさひ
,高島町,Takashima,35.18,136.0037,町,たかしま
,マキノ町,Makino,35.2735,136.0226,町,まきの
長浜市,,Nagahama,35.2243,136.163,市,ながはま
東浅井郡,,Higashiazai,35.2812,136.1846,郡,ひがしあざい
,浅井町,Azai,35.2535,136.1831,町,あざい
,湖北町,Kohoku,35.2646,136.1441,町,こほく
,虎姫町,Torahime,35.2446,136.1559,町,とらひめ
,びわ町,Biwa,35.2414,136.1407,町,びわ
彦根市,,Hikone,35.1608,136.1508,市,ひこね
守山市,,Moriyama,35.0339,135.5933,市,もりやま
野洲郡,,Yasu,35.0612,135.5846,郡,やす
,中主町,Chuzu,35.0558,136.0052,町,ちゅうず
,野洲町,Yasu,35.0412,136.0146,町,やす
八日市市,,Yokaichi ,35.0645,136.1235,市,ようかいち
栗東市,,Ritto,35.0112,135.5946,市,りっとう
