<SIZE>0
<LANG>JA,Children,EN,Latitude,Longitude,Type,Sound
<STATE>Kagawa,37
綾歌郡,,Ayauta,34.1712,133.5546,郡,あやうた
,綾歌町,Ayauta,34.1346,133.5237,町,あやうた
,綾上町,Ayakami,34.1334,133.5641,町,あやかみ
,宇多津町,Utazu,34.1826,133.4924,町,うたづ
,国分寺町,Kokubunji,34.1738,133.5723,町,こくぶんじ
,飯山町,Hanzan,34.1555,133.5132,町,はんざん
,綾南町,Ryonan,34.1446,133.5526,町,りょうなん
香川郡,,Kagawa,34.1212,134.0646,郡,かがわ
,香川町,Kagawa,34.1413,134.0233,町,かがわ
,香南町,Konan,34.1411,134.0059,町,こうなん
,塩江町,Shionoe,34.1119,134.0233,町,しおのえ
,直島町,Naoshima,34.2719,133.5945,町,なおしま
観音寺市,,Kanonji,34.0712,133.3945,市,かんおんじ
木田郡,,Kita,34.2212,134.0446,郡,きた
,庵治町,Aji,34.231,134.0734,町,あじ
,三木町,Miki,34.1605,134.0756,町,みき
,牟礼町,Mure,34.2026,134.0815,町,むれ
坂出市,,Sakaide,34.1859,133.5145,市,さかいで
さぬき市,,Sanuki,34.1912,134.1046,市,さぬき
小豆郡,,Shozu,34.3112,134.1646,郡,しょうず
,池田町,Ikeda,34.2839,134.1402,町,いけだ
,内海町,Uchinomi,34.2841,134.1841,町,うちのみ
,土庄町,Tonosho,34.2904,134.1101,町,とのしょう
善通寺市,,Zentsuji,34.1323,133.4712,市,ぜんつうじ
高松市,,Takamatsu,34.2032,134.0246,市,たかまつ
仲多度郡,,Nakatado,34.1312,133.4846,郡,なかたど
,琴南町,Kotonami ,34.0931,133.5536,町,ことなみ
,琴平町,Kotohira,34.1125,133.4941,町,ことひら
,多度津町,Tadotsu,34.162,133.4509,町,たどつ
,仲南町,Chunan,34.09,133.51,町,ちゅうなん
,満濃町,Manno,34.1133,133.5035,町,まんのう
東かがわ市,,Higashikagawa ,34.1331,134.2338,市,ひがしかがわ
丸亀市,,Marugame,34.1705,133.4752,市,まるがめ
三豊郡,,Mitoyo,34.0712,133.4645,郡,みとよ
,大野原町,Ohara,34.0448,133.4012,町,おおのはら
,財田町,Saita,34.0623,133.4701,町,さいた
,高瀬町,Takase,34.1044,133.4308,町,たかせ
,詫間町,Takuma,34.1311,133.3954,町,たくま
,豊中町,Toyonaka,34.0825,133.4159,町,とよなか
,豊浜町,Toyohama,34.0417,133.3805,町,とよはま
,仁尾町,Nio,34.1112,133.3745,町,にお
,三野町,Mino,34.1146,133.4212,町,みの
,山本町,Yamamoto,34.0637,133.4324,町,やまもと
