<SIZE>11
<LANG>EN,FR,DE,IT
<STATE>Ticino,TI
Bellinzona,Bellinzone,Bellinzona,Bellinzona,46.2,9
Bidogno,Bidogno,Bidogno,Bidogno,46.1,9
Breno,Breno,Breno,Breno,46,8.9
Cadempino,Cadempino,Cadempino,Cadempino,46,8.9
Cadro,Cadro,Cadro,Cadro,46.1,9
Locarno,Locarno,Locarno,Locarno,46.2,8.8
Losone,Losone,Losone,Losone,46.2,8.8
Lugano,Lugano,Lugano,Lugano,46,9
Novaggio,Novaggio,Novaggio,Novaggio,46,8.9
Pregassona,Pregassona,Pregassona,Pregassona,46,9
Viganello,Viganello,Viganello,Viganello,46,9
