<SIZE>5
<LANG>EN,FR,DE,IT
<STATE>Luzern,LU
Kriens,Kriens,Kriens,Kriens,47,8.3
Lucerne,Lucerne,Luzern,Lucerna,47.1,8.3
Reiden,Reiden,Reiden,Reiden,47.2,8
Sempach,Sempach,Sempach,Sempach,47.1,8.2
Wikon,Wikon,Wikon,Wikon,47.3,8
