<SIZE>7
<LANG>EN,FR,DE,IT
<STATE>Thurgau,TG
Aadorf,Aadorf,Aadorf,Aadorf,47.5,8.9
Eschlikon,Eschlikon,Eschlikon,Eschlikon,47.5,9
Frauenfeld,Frauenfeld,Frauenfeld,Frauenfeld,47.6,8.9
Münchwilen,Münchwilen,Münchwilen,Münchwilen,47.5,9
Roggwil,Roggwil,Roggwil,Roggwil,47.5,9.4
Sirnach,Sirnach,Sirnach,Sirnach,47.5,9
Wuppenau,Wuppenau,Wuppenau,Wuppenau,47.5,9.1
