<SIZE>6
<LANG>EN,FR,DE,IT
<STATE>Fribourg,FR
Châtel-Saint-Denis,Châtel-Saint-Denis,Châtel-Saint-Denis,Châtel-Saint-Denis,46.5,6.9
Ferenbalm,Ferenbalm,Ferenbalm,Ferenbalm,46.9,7.2
Flamatt,Flamatt,Flamatt,Flamatt,46.9,7.3
Fribourg,Fribourg,Freiburg,Friburgo,46.8,7.2
Fräschels,Fräschels,Fräschels,Fräschels,47,7.2
Kerzers,Kerzers,Kerzers,Kerzers,47,7.2
