<SIZE>8
<LANG>EN,FR,DE,IT
<STATE>Appenzell Ausserrhoden,AR
Bühler,Bühler,Bühler,Bühler,47.4,9.4
Gais,Gais,Gais,Gais,47.4,9.5
Herisau,Herisau,Herisau,Herisau,47.4,9.3
Hundwil,Hundwil,Hundwil,Hundwil,47.4,9.3
Schwellbrunn,Schwellbrunn,Schwellbrunn,Schwellbrunn,47.4,9.2
Stein,Stein,Stein,Stein,47.4,9.3
Teufen,Teufen,Teufen,Teufen,47.4,9.4
Waldstatt,Waldstatt,Waldstatt,Waldstatt,47.4,9.3
