<SIZE>6
<LANG>EN,FR,DE
<STATE>Vlaams-Brabant,VBR
Hoeilaart,Hoeilaart,Hoeilaart,50.8,4.5
Huldenberg,Huldenberg,Huldenberg,50.8,4.6
Leuven,Louvain,Löwen,50.9,4.7
Machelen,Machelen,Machelen,50.9,4.4
Overijse,Overijse,Overijse,50.8,4.5
Tervuren,Tervuren,Tervuren,50.8,4.5
