<SIZE>157
<LANG>EN,DE
<STATE>Hessen,HE
Obertshausen,Obertshausen,50.0833,8.85
Oberursel,Oberursel,50.2,8.58333
Offenbach,Offenbach,50.1,8.76667
Petersberg,Petersberg,50.5619,9.71312
Pfungstadt,Pfungstadt,49.8064,8.60694
Raunheim,Raunheim,50.0167,8.45
Reinheim,Reinheim,49.8269,8.83611
Reiskirchen,Reiskirchen,50.6,8.83333
Riedstadt,Riedstadt,49.8341,8.49621
Rodenbach,Rodenbach,50.15,9.03333
Rodgau,Rodgau,50.0167,8.83333
Rosbach vor der Höhe,Rosbach vor der Höhe,50.3,8.71667
Rotenburg an der Fulda,Rotenburg an der Fulda,50.9833,9.71667
Roßdorf,Roßdorf,49.8597,8.76167
Rüsselsheim,Rüsselsheim,49.9925,8.435
Schlitz,Schlitz,50.6742,9.56102
Schlüchtern,Schlüchtern,50.3489,9.52532
Schotten,Schotten,50.5,9.13333
Schwalbach am Taunus,Schwalbach am Taunus,50.15,8.53333
Schwalmstadt,Schwalmstadt,50.9333,9.21667
Seeheim-Jugenheim,Seeheim-Jugenheim,49.765,8.65194
Seligenstadt,Seligenstadt,50.05,8.98333
Solms,Solms,50.7667,9.6
Stadtallendorf,Stadtallendorf,50.8333,9.01667
Steinau an der Straße,Steinau an der Straße,50.314,9.46335
Steinbach am Taunus,Steinbach am Taunus,50.1667,8.56667
Taunusstein,Taunusstein,50.15,8.15
Trebur,Trebur,49.9311,8.41611
Usingen,Usingen,50.3333,8.53333
Vellmar,Vellmar,51.3581,9.47974
Viernheim,Viernheim,49.5417,8.57861
Wald-Michelbach,Wald-Michelbach,49.57,8.83167
Weilburg,Weilburg,50.4833,8.25
Weiterstadt,Weiterstadt,49.9078,8.59528
Wetzlar,Wetzlar,50.55,8.5
Wiesbaden,Wiesbaden,50.0833,8.25
Witzenhausen,Witzenhausen,51.3333,9.86667
Wolfhagen,Wolfhagen,51.3167,9.16667
Wächtersbach,Wächtersbach,50.2551,9.29564
